accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,assembly_name,assembly_level,refseq_category,scaffold_n50,contig_n50,total_sequence_length,scaffold_count,contig_count,gc_percent,genome_coverage,gene_count,protein_coding_count,submission_date,annotation_name
GCF_036013445.1,Caloenas nicobarica,Nicobar pigeon,187106,Neognathae,Columbiformes,Columbidae,Caloenas,bCalNic1.hap1,Chromosome,reference genome,79699707,25101800,1285834579,806,923,44.5,68,18897,17126,2024-01-26,GCF_036013445.1-RS_2024_06
GCF_037038585.1,Patagioenas fasciata,band-tailed pigeon,372321,Neognathae,Columbiformes,Columbidae,Patagioenas,bPatFas1.hap1,Chromosome,reference genome,71669782,48246320,1454324034,360,497,44,66,22217,17516,2025-02-07,GCF_037038585.1-RS_2025_02
GCF_036013475.1,Columba livia,rock pigeon,8932,Neognathae,Columbiformes,Columbidae,Columba,bColLiv1.pat.W.v2,Chromosome,reference genome,68980706,14042120,1325566026,869,1118,42,55,22830,17095,2024-04-08,GCF_036013475.1-RS_2024_05
GCF_017976375.1,Cuculus canorus,common cuckoo,55661,Neognathae,Cuculiformes,Cuculidae,Cuculus,bCucCan1.pri,Chromosome,reference genome,78325852,20797936,1180136575,150,446,42,64.31,19729,16774,2021-04-15,GCF_017976375.1-RS_2023_02
GCF_032191515.1,Phaenicophaeus curvirostris,,33595,Neognathae,Cuculiformes,Cuculidae,Phaenicophaeus,BPBGC_Pcur_1.0,Chromosome,reference genome,70715910,17162444,1315410253,587,768,43,36.6,18938,16797,2023-09-29,GCF_032191515.1-RS_2024_11
GCF_023634155.1,Falco peregrinus,peregrine falcon,8954,Neognathae,Falconiformes,Falconidae,Falco,bFalPer1.pri,Chromosome,reference genome,93682670,15744644,1311580791,124,356,42.5,28,19918,16083,2022-06-02,GCF_023634155.1-RS_2023_04
GCF_023634085.1,Falco cherrug,Saker falcon,345164,Neognathae,Falconiformes,Falconidae,Falco,bFalChe1.pri,Chromosome,reference genome,92426045,21245687,1309366964,282,540,43,35.49,19950,16251,2022-06-02,GCF_023634085.1-RS_2023_04
GCF_017639655.2,Falco naumanni,lesser kestrel,148594,Neognathae,Falconiformes,Falconidae,Falco,bFalNau1.pat,Chromosome,reference genome,91761059,13754753,1215702009,290,588,42.5,104.34,19775,16079,2021-03-30,NCBI Falco naumanni Annotation Release 100
GCF_023638135.1,Falco biarmicus,lanner falcon,345155,Neognathae,Falconiformes,Falconidae,Falco,bFalBia1.pri,Chromosome,reference genome,91472507,24892811,1285492283,397,555,43,28,19520,15891,2022-06-02,GCF_023638135.1-RS_2023_05
GCF_015220075.1,Falco rusticolus,gyrfalcon,120794,Neognathae,Falconiformes,Falconidae,Falco,bFalRus1.pri,Chromosome,reference genome,91094845,15323486,1195829278,132,767,42,44.28,19484,15894,2020-11-03,NCBI Falco rusticolus Annotation Release 100
GCF_016699485.2,Gallus gallus,chicken,9031,Neognathae,Galliformes,Phasianidae,Gallus,bGalGal1.mat.broiler.GRCg7b,Chromosome,reference genome,90861225,18834961,1053315467,213,676,42,102.01,25635,18023,2021-01-19,NCBI Gallus gallus Annotation Release 106
GCF_016700215.2,Gallus gallus,chicken,9031,Neognathae,Galliformes,Phasianidae,Gallus,bGalGal1.pat.whiteleghornlayer.GRCg7w_WZ,Chromosome,,90563926,17744542,1050511239,276,685,42,102.01,25564,17981,2021-10-01,NCBI Gallus gallus Annotation Release 106
GCF_039878825.1,Excalfactoria chinensis,blue-breasted quail,46218,Neognathae,Galliformes,Phasianidae,Excalfactoria,bCotChi1.hap2,Chromosome,reference genome,86361526,7816141,966847183,191,521,41.5,52,18499,15853,2024-05-31,GCF_039878825.1-RS_2025_03
GCF_951394365.1,Tetrao urogallus,western capercaillie,100830,Neognathae,Galliformes,Phasianidae,Tetrao,bTetUro1.1,Chromosome,reference genome,71401156,1909808,1013167347,317,1290,41.5,23,15196,14824,2023-06-15,GCF_951394365.1-RS_2025_10
GCF_023343835.1,Lagopus muta,rock ptarmigan,64668,Neognathae,Galliformes,Phasianidae,Lagopus,bLagMut1 primary,Chromosome,reference genome,71229700,17905263,1026755127,164,374,41.5,57.75,20110,16078,2022-05-12,NCBI Lagopus muta Annotation Release 100
GCF_030936135.1,Gavia stellata,red-throated loon,37040,Neognathae,Gaviiformes,Gaviidae,Gavia,bGavSte3.hap2,Chromosome,reference genome,50637386,13765203,1321270170,1185,1434,43,35,17980,16399,2023-08-30,GCF_030936135.1-RS_2023_09
GCF_028858705.1,Grus americana,Whooping crane,9117,Neognathae,Gruiformes,Gruidae,Grus,bGruAme1.mat,Chromosome,reference genome,82903739,28324902,1257821324,929,1190,43,232.6,20835,17399,2023-02-24,GCF_028858705.1-RS_2023_03
GCF_011004875.1,Balearica regulorum gibbericeps,East African grey crowned-crane,100784,Neognathae,Gruiformes,Gruidae,Balearica,bBalReg1.pri,Chromosome,reference genome,82577926,23326060,1221032548,104,248,42.5,59.56,20298,16191,2020-03-05,GCF_011004875.1-RS_2025_07
GCF_013368605.1,Nyctibius grandis,,48427,Neognathae,Nyctibiiformes,Nyctibiidae,Nyctibius,bNycGra1.pri,Chromosome,reference genome,92359233,23231768,1256393467,190,433,42.5,88.4,17583,15872,2020-06-23,GCF_013368605.1-RS_2024_09
GCF_030867145.1,Opisthocomus hoazin,,30419,Neognathae,Opisthocomiformes,Opisthocomidae,Opisthocomus,bOpiHoa1.hap1,Chromosome,reference genome,80946297,14274197,1482459898,415,683,45.5,40,19904,16456,2023-08-24,GCF_030867145.1-RS_2025_07
GCF_963662255.1,Cinclus cinclus,,127875,Neognathae,Passeriformes,Cinclidae,Cinclus,bCinCin1.1,Chromosome,reference genome,74357285,3563180,1170837027,277,935,43,41,17187,16099,2023-12-11,GCF_963662255.1-RS_2024_01
GCF_021018805.1,Prinia subflava,tawny-flanked prinia,208062,Neognathae,Passeriformes,Cisticolidae,Prinia,Cam_Psub_1.2,Chromosome,reference genome,63498583,7918915,1119947663,538,916,42.5,50,19289,16306,2024-01-26,GCF_021018805.1-RS_2024_02
GCF_020740725.1,Corvus hawaiiensis,hawaiian crow,134902,Neognathae,Passeriformes,Corvidae,Corvus,bCorHaw1.pri.cur,Chromosome,reference genome,76278832,23064755,1151594481,187,481,43.5,29.61,21647,16414,2021-11-04,NCBI Corvus hawaiiensis Annotation Release 100
GCF_009650955.1,Corvus moneduloides,New Caledonian crow,1196302,Neognathae,Passeriformes,Corvidae,Corvus,bCorMon1.pri,Chromosome,reference genome,74699841,11524098,1112734094,105,394,42.5,62.08,20781,16167,2019-11-14,NCBI Corvus moneduloides Annotation Release 100
GCF_000738735.6,Corvus cornix cornix,,932674,Neognathae,Passeriformes,Corvidae,Corvus,ASM73873v6,Chromosome,reference genome,73732264,8553235,1030864775,46,471,42,150,17944,14435,2022-04-01,NCBI Corvus cornix cornix Annotation Release 104
GCF_041296385.1,Aphelocoma coerulescens,scrub jay,39617,Neognathae,Passeriformes,Corvidae,Aphelocoma,UR_Acoe_1.0,Chromosome,reference genome,68049500,17285536,1330898477,659,798,44.5,63,23987,17513,2024-08-16,GCF_041296385.1-RS_2024_10
GCF_046129695.1,Lonchura striata,white-rumped munia,40157,Neognathae,Passeriformes,Estrildidae,Lonchura,bLonStr1.mat,Chromosome,reference genome,73424396,29140630,1207550942,161,337,43.5,69,19577,15844,2024-12-18,GCF_046129695.1-RS_2025_08
GCF_048771995.1,Taeniopygia guttata,zebra finch,59729,Neognathae,Passeriformes,Estrildidae,Taeniopygia,bTaeGut7.mat,Chromosome,reference genome,72089520,65033001,1141148522,41,50,42.5,433.93,23294,16799,2025-03-21,GCF_048771995.1-RS_2025_04
GCF_005870125.1,Lonchura striata,white-rumped munia,40157,Neognathae,Passeriformes,Estrildidae,Lonchura,lonStrDom2,Chromosome,,71975342,100423,1060252993,2014,33370,41.5,151,18674,15577,2019-06-05,GCF_005870125.1-RS_2024_09
GCF_003957565.2,Taeniopygia guttata,zebra finch,59729,Neognathae,Passeriformes,Estrildidae,Taeniopygia,bTaeGut1.4.pri,Chromosome,,70982421,8964551,1056254409,198,550,42,,21933,16520,2021-05-04,NCBI Taeniopygia guttata Annotation Release 106
GCF_008822105.2,Taeniopygia guttata,zebra finch,59729,Neognathae,Passeriformes,Estrildidae,Taeniopygia,bTaeGut2.pat.W.v2,Chromosome,,70879221,4378277,1068971253,204,1052,0,82.5,21570,16197,2020-02-12,NCBI Taeniopygia guttata Annotation Release 105
GCF_027477595.1,Haemorhous mexicanus,house finch,30427,Neognathae,Passeriformes,Fringillidae,Haemorhous,bHaeMex1.pri,Chromosome,reference genome,77212160,16787335,1148216196,183,478,43,36.85,19965,16679,2022-12-29,GCF_027477595.1-RS_2023_09
GCF_022539315.1,Serinus canaria,Common canary,9135,Neognathae,Passeriformes,Fringillidae,Serinus,serCan2020,Chromosome,reference genome,72083177,12206373,1050336073,684,1738,42.5,,17915,15457,2022-08-25,GCF_022539315.1-RS_2023_02
GCF_015227805.2,Hirundo rustica,Barn swallow,43150,Neognathae,Passeriformes,Hirundinidae,Hirundo,bHirRus1.pri.v3,Chromosome,reference genome,76187387,2794774,1105955550,617,1719,42.5,51.15,18409,15517,2021-11-30,GCF_015227805.2-RS_2023_07
GCF_051311805.1,Agelaius phoeniceus,red-winged blackbird,39638,Neognathae,Passeriformes,Icteridae,Agelaius,bAgePho1.hap1,Chromosome,reference genome,73898474,30085171,1238411316,299,484,43.5,68.6,21620,17098,2025-07-14,GCF_051311805.1-RS_2025_09
GCF_037042795.1,Molothrus aeneus,bronzed cowbird,84833,Neognathae,Passeriformes,Icteridae,Molothrus,BPBGC_Maene_1.0,Chromosome,reference genome,70606200,25845000,1177171786,527,594,43,82,18476,16194,2024-03-07,GCF_037042795.1-RS_2024_07
GCF_012460135.2,Molothrus ater,,84834,Neognathae,Passeriformes,Icteridae,Molothrus,BPBGC_Mater_1.1,Chromosome,reference genome,70107701,13273966,1087219985,373,691,42.5,200,18259,16046,2022-10-11,GCF_012460135.2-RS_2023_03
GCF_015832195.1,Motacilla alba alba,,1094192,Neognathae,Passeriformes,Motacillidae,Motacilla,Motacilla_alba_V1.0_pri,Chromosome,reference genome,72386170,8515530,1072653902,618,1524,42.5,18,18047,15594,2020-12-08,NCBI Motacilla alba alba Annotation Release 100
GCF_029582105.1,Oenanthe melanoleuca,,2939378,Neognathae,Passeriformes,Muscicapidae,Oenanthe,OMel1.0,Chromosome,reference genome,69618406,7795761,1036256795,587,1169,42,100,18947,16429,2023-04-06,GCF_029582105.1-RS_2023_05
GCF_030490865.1,Poecile atricapillus,Black-capped chickadee,48891,Neognathae,Passeriformes,Paridae,Poecile,bPoeAtr1.hap1,Chromosome,reference genome,107919339,8462732,1251116877,306,708,42.5,40,20627,17743,2023-07-18,GCF_030490865.1-RS_2023_08
GCF_001522545.3,Parus major,Great Tit,9157,Neognathae,Passeriformes,Paridae,Parus,Parus_major1.1,Chromosome,reference genome,71365269,148693,1020293992,1674,24043,41.5,95,19061,15069,2019-01-15,NCBI Parus major Annotation Release 102
GCF_027887145.1,Ammospiza caudacuta,,2857398,Neognathae,Passeriformes,Passerellidae,Ammospiza,bAmmCau1.pri,Chromosome,reference genome,78443464,8252193,1241209685,282,645,43.5,34.18,18099,16439,2023-01-18,GCF_027887145.1-RS_2023_08
GCF_035770615.1,Melospiza melodia melodia,,1914991,Neognathae,Passeriformes,Passerellidae,Melospiza,bMelMel2.pri,Chromosome,reference genome,77460261,19453098,1541245192,353,652,45,30.7,21141,17176,2024-01-24,GCF_035770615.1-RS_2024_02
GCF_027579445.1,Ammospiza nelsoni,,2857394,Neognathae,Passeriformes,Passerellidae,Ammospiza,bAmmNel1.pri,Chromosome,reference genome,74723840,12036358,1185463352,77,292,43,34.27,18165,15799,2023-01-09,GCF_027579445.1-RS_2023_09
GCF_028018845.1,Melospiza georgiana,,44398,Neognathae,Passeriformes,Passerellidae,Melospiza,bMelGeo1.pri,Chromosome,reference genome,74254230,10446106,1162015399,40,276,43,31.58,17000,15448,2023-01-31,GCF_028018845.1-RS_2023_07
GCF_028769735.1,Zonotrichia leucophrys gambelii,,257770,Neognathae,Passeriformes,Passerellidae,Zonotrichia,RI_Zleu_2.0,Chromosome,reference genome,71969017,14729340,1123996003,3792,4131,43,50,19936,16563,2023-12-27,GCF_028769735.1-RS_2024_04
GCF_047830755.1,Zonotrichia albicollis,white-throated sparrow,44394,Neognathae,Passeriformes,Passerellidae,Zonotrichia,bZonAlb1.hap1,Chromosome,reference genome,64429512,17147933,1278921982,179,408,44,45.7,21875,17420,2025-02-18,GCF_047830755.1-RS_2025_06
GCF_036417665.1,Passer domesticus,house sparrow,48849,Neognathae,Passeriformes,Passeridae,Passer,bPasDom1.hap1,Chromosome,reference genome,83066519,20590000,1310114252,334,536,44,49,31465,18191,2024-02-07,GCF_036417665.1-RS_2024_04
GCF_009829145.1,Chiroxiphia lanceolata,lance-tailed manakin,296741,Neognathae,Passeriformes,Pipridae,Chiroxiphia,bChiLan1.pri,Chromosome,reference genome,75608808,18496167,1089631598,93,299,42,67.75,20299,15873,2020-01-03,NCBI Chiroxiphia lanceolata Annotation Release 100
GCF_036250125.1,Pseudopipra pipra,,415032,Neognathae,Passeriformes,Pipridae,Pseudopipra,bDixPip1.hap1,Chromosome,reference genome,75011098,10447158,1165201947,696,1019,42.5,49,24218,17114,2024-01-31,GCF_036250125.1-RS_2024_04
GCF_009819655.1,Sylvia atricapilla,blackcap,48155,Neognathae,Passeriformes,Sylviidae,Sylvia,bSylAtr1.pri,Chromosome,reference genome,72978054,7345957,1066786587,189,602,42,66.29,18169,15521,2019-12-31,GCF_009819655.1-RS_2024_07
GCF_047495875.1,Pithys albifrons albifrons,,3385563,Neognathae,Passeriformes,Thamnophilidae,Pithys,PitAlb_v1,Chromosome,reference genome,77071861,11992177,1144301792,53,467,42.5,60,17300,15076,2025-02-07,GCF_047495875.1-RS_2025_02
GCF_901933205.1,Camarhynchus parvulus,,87175,Neognathae,Passeriformes,Thraupidae,Camarhynchus,STF_HiC,Chromosome,reference genome,70356807,16035651,1051609828,1345,1530,42.5,31,16830,15747,2019-09-06,NCBI Camarhynchus parvulus Annotation Release 100
GCF_009819885.2,Catharus ustulatus,Swainson's thrush,91951,Neognathae,Passeriformes,Turdidae,Catharus,bCatUst1.pri.v2,Chromosome,reference genome,68462074,4908935,1131616530,160,589,42.5,60.58,19631,16929,2020-12-22,NCBI Catharus ustulatus Annotation Release 101
GCF_903797595.1,Erithacus rubecula,European robin,37610,Neognathae,Passeriformes,Turdidae,Erithacus,bEriRub2.2,Chromosome,reference genome,60684490,5585877,1086738418,1119,2109,42,41,19135,16077,2021-05-03,GCF_903797595.1-RS_2025_12
GCF_026979565.1,Vidua chalybeata,,81927,Neognathae,Passeriformes,Viduidae,Vidua,bVidCha1 merged haplotype,Chromosome,reference genome,72553174,15819291,1080440577,177,635,42,55,21003,16658,2022-12-21,GCF_026979565.1-RS_2023_03
GCF_031753505.1,Anomalospiza imberbis,,187417,Neognathae,Passeriformes,Viduidae,Anomalospiza,ASM3175350v1,Chromosome,reference genome,72455167,12312023,1198243876,1370,1800,43.5,32,25520,16778,2023-09-22,GCF_031753505.1-RS_2024_07
GCF_024509145.1,Vidua macroura,Pin-tailed whydah,187451,Neognathae,Passeriformes,Viduidae,Vidua,ASM2450914v1,Chromosome,reference genome,61801348,7488902,1123252761,223,483,42.5,47.6,20373,16296,2022-08-03,GCF_024509145.1-RS_2023_03
GCF_030463565.1,Pelecanus crispus,Dalmatian pelican,36300,Neognathae,Pelecaniformes,Pelecanidae,Pelecanus,bPelCri1.pri,Chromosome,reference genome,86807213,9666746,1314568463,310,700,43.5,27.71,17487,16064,2023-07-18,GCF_030463565.1-RS_2025_07
GCF_964195595.1,Calonectris borealis,Cory's shearwater,1323832,Neognathae,Procellariiformes,Procellariidae,Calonectris,bCalBor7.hap1.2,Chromosome,reference genome,86023716,4142416,1366185058,354,879,43.5,66,20833,17007,2024-07-24,GCF_964195595.1-RS_2025_07
GCF_037157495.1,Lathamus discolor,Swift parrot,678569,Neognathae,Psittaciformes,Psittacidae,Lathamus,bLatDis1.hap1,Chromosome,reference genome,126105786,19972387,1241003407,367,553,42.5,31.4,21285,16234,2024-03-15,GCF_037157495.1-RS_2024_06
GCF_004027225.2,Strigops habroptila,Kakapo,2489341,Neognathae,Psittaciformes,Psittacidae,Strigops,bStrHab1.2.pri,Chromosome,reference genome,83240647,9454087,1148597545,89,456,42,76.1,19379,16053,2020-03-04,NCBI Strigops habroptila Annotation Release 101
GCF_012275295.1,Melopsittacus undulatus,budgerigar,13146,Neognathae,Psittaciformes,Psittaculidae,Melopsittacus,bMelUnd1.mat.Z,Chromosome,reference genome,104092594,16636420,1171617451,864,1148,42,61.11,18612,16457,2020-04-13,GCF_012275295.1-RS_2024_11
GCF_965638725.1,Aptenodytes patagonicus,king penguin,9234,Neognathae,Sphenisciformes,Spheniscidae,Aptenodytes,bAptPat1.pri.cur,Chromosome,reference genome,86569806,10636000,1352580174,618,931,43.5,45,18763,15928,2025-07-09,GCF_965638725.1-RS_2025_08
GCF_047716275.1,Strix uralensis,Ural owl,36305,Neognathae,Strigiformes,Strigidae,Strix,bStrUra1,Chromosome,reference genome,90173155,16359274,1380990639,511,714,43,42,19892,16684,2025-02-12,GCF_047716275.1-RS_2025_06
GCF_031877795.1,Strix aluco,Tawny owl,111821,Neognathae,Strigiformes,Strigidae,Strix,bStrAlu1.hap1,Chromosome,reference genome,89389700,11872084,1414783145,202,483,42.5,40,19481,16490,2023-09-25,GCF_031877795.1-RS_2025_06
GCF_965140245.1,Athene noctua,,126797,Neognathae,Strigiformes,Strigidae,Athene,bAthNoc1.hap1.1,Chromosome,reference genome,86326089,4050372,1355857592,716,1288,43.5,55,19332,16728,2025-02-13,GCF_965140245.1-RS_2025_06
GCF_963921805.1,Phalacrocorax carbo,great cormorant,9209,Neognathae,Suliformes,Phalacrocoracidae,Phalacrocorax,bPhaCar2.1,Chromosome,reference genome,84621172,4631399,1283623959,350,843,43.5,40,20814,16906,2024-02-09,GCF_963921805.1-RS_2024_04
GCF_949628215.1,Phalacrocorax aristotelis,,126867,Neognathae,Suliformes,Phalacrocoracidae,Phalacrocorax,bGulAri2.1,Chromosome,reference genome,78889319,11420000,1279116138,352,574,43,42,20259,16264,2023-04-08,GCF_949628215.1-RS_2025_07
GCF_044704955.1,Pristiophorus japonicus,,55135,Selachii,,Pristiophoridae,Pristiophorus,sPriJap1.hap1,Chromosome,reference genome,225854410,1893048,5923050865,4317,10302,47,43.2,55857,22273,2024-11-13,GCF_044704955.1-RS_2025_01
GCF_965287045.1,Carcharhinus amblyrhynchos,grey reef shark,263684,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,sCarAmb.v2.hapA,Chromosome,reference genome,90619553,6101901,2923561432,1520,2403,44,20,28237,19870,2025-11-06,GCF_965287045.1-RS_2026_02
GCF_047496885.1,Scyliorhinus torazame,cloudy catshark,75743,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,sScyTor2.1,Chromosome,reference genome,266286206,3187150,6451259511,2007,6661,49.5,34.5,46697,23012,2025-02-07,GCF_047496885.1-RS_2025_03
GCF_902713615.1,Scyliorhinus canicula,smaller spotted catshark,7830,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,sScyCan1.1,Chromosome,reference genome,198790641,1862211,4220389930,645,7773,47.5,63,29227,20574,2020-12-17,NCBI Scyliorhinus canicula Annotation Release 100
GCF_964213995.1,Mustelus asterias,starry smooth-hound,112232,Selachii,Carcharhiniformes,Triakidae,Mustelus,sMusAst1.hap1.1,Chromosome,reference genome,109010392,1197343,3679774521,5313,8903,45.5,35,32801,22288,2024-08-22,GCF_964213995.1-RS_2025_12
GCF_036365525.1,Heterodontus francisci,horn shark,7792,Selachii,Heterodontiformes,Heterodontidae,Heterodontus,sHetFra1.hap1,Chromosome,reference genome,90140832,3418954,6013048672,2306,5087,45,35.7,40132,22886,2024-02-06,GCF_036365525.1-RS_2024_08
GCF_035084215.1,Heptranchias perlo,sharpnose sevengill shark,212740,Selachii,Hexanchiformes,Hexanchidae,Heptranchias,sHepPer1.hap1,Chromosome,reference genome,66821466,4905566,3249915908,1879,3713,44.5,60,45906,21852,2024-01-05,GCF_035084215.1-RS_2024_08
GCF_964194155.1,Cetorhinus maximus,,57982,Selachii,Lamniformes,Cetorhinidae,Cetorhinus,sCetMax3.hap1.1,Chromosome,reference genome,126028485,1961965,3993849873,5087,7865,44.5,34,32318,21262,2024-06-28,GCF_964194155.1-RS_2025_12
GCF_017639515.1,Carcharodon carcharias,great white shark,13397,Selachii,Lamniformes,Lamnidae,Carcharodon,sCarCar2.pri,Chromosome,reference genome,169918123,6544962,4286294447,718,3357,45,66.84,25164,19440,2021-03-30,NCBI Carcharodon carcharias Annotation Release 100
GCF_047496795.1,Chiloscyllium punctatum,brownbanded bambooshark,137246,Selachii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,sChiPun1.3,Chromosome,reference genome,93668967,5342658,5274411202,1989,4880,44,34,43464,19909,2025-02-07,GCF_047496795.1-RS_2025_03
GCF_020745735.1,Hemiscyllium ocellatum,epaulette shark,170820,Selachii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,sHemOce1.pat.X.cur.,Chromosome,reference genome,83580160,8845575,3983466396,1962,5666,43,148.57,31963,19215,2021-11-05,GCF_020745735.1-RS_2023_11
GCF_004010195.1,Chiloscyllium plagiosum,whitespotted bambooshark,36176,Selachii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,ASM401019v1,Chromosome,reference genome,73167256,40597,3556460701,101976,255431,42,280,26358,19916,2019-01-10,NCBI Chiloscyllium plagiosum Annotation Release 100
GCF_021869965.1,Rhincodon typus,whale shark,259920,Selachii,Orectolobiformes,Rhincodontidae,Rhincodon,sRhiTyp1.1,Chromosome,reference genome,70796938,48454,2881325413,16776,111998,41.5,46.7,25546,20753,2022-02-03,NCBI Rhincodon typus Annotation Release 101
GCF_030684315.1,Stegostoma tigrinum,,3053191,Selachii,Orectolobiformes,Stegostomatidae,Stegostoma,sSteTig4.hap1,Chromosome,reference genome,79021053,6162596,3198515386,835,1994,43.5,48.69,24913,19223,2023-08-08,GCF_030684315.1-RS_2023_09
GCF_022316705.1,Stegostoma tigrinum,,3053191,Selachii,Orectolobiformes,Stegostomatidae,Stegostoma,sSteFas1.1,Chromosome,,76588082,56707,2771866316,1266,85729,42,95.8,21452,18281,2022-02-17,NCBI Stegostoma fasciatum Annotation Release 100
GCF_013347855.1,Anguilla anguilla,European eel,7936,Teleostei,Anguilliformes,Anguillidae,Anguilla,fAngAng1.pri,Chromosome,reference genome,57205429,5114673,979029243,53,692,43.5,51.23,31451,25903,2020-06-18,NCBI Anguilla anguilla Annotation Release 100
GCF_018555375.3,Anguilla rostrata,American eel,7938,Teleostei,Anguilliformes,Anguillidae,Anguilla,ASM1855537v3,Chromosome,reference genome,56672075,5074093,976090453,967,1929,43.5,42,32130,25366,2024-03-04,GCF_018555375.3-RS_2024_04
GCF_963514075.1,Conger conger,European conger,82655,Teleostei,Anguilliformes,Congridae,Conger,fConCon1.1,Chromosome,reference genome,64882367,3090688,1136402888,380,1389,44,36,37124,26618,2023-09-29,GCF_963514075.1-RS_2023_11
GCF_902500255.1,Thalassophryne amazonica,,390379,Teleostei,Batrachoidiformes,Batrachoididae,Thalassophryne,fThaAma1.1,Chromosome,reference genome,118421481,2329598,2446592878,464,3013,42,67,31773,22351,2019-09-30,NCBI Thalassophryne amazonica Annotation Release 100
GCF_023375975.1,Astyanax mexicanus,Mexican tetra,7994,Teleostei,Characiformes,Acestrorhamphidae,Astyanax,AstMex3_surface,Chromosome,reference genome,51923808,47087582,1373169186,109,123,38,35,52771,26736,2022-05-19,NCBI Astyanax mexicanus Annotation Release 103
GCF_029633855.1,Hoplias malabaricus,trahira,27720,Teleostei,Characiformes,Erythrinidae,Hoplias,fHopMal1.hap1,Chromosome,reference genome,53138383,3626585,1186354877,597,1586,41,26.87,47138,26286,2024-06-25,GCF_029633855.1-RS_2024_07
GCF_034702125.1,Engraulis encrasicolus,European anchovy,184585,Teleostei,Clupeiformes,Engraulidae,Engraulis,IST_EnEncr_1.0,Chromosome,reference genome,56351229,1448200,1435183673,1921,4086,44.5,180,35487,27663,2023-12-28,GCF_034702125.1-RS_2024_02
GCF_049306965.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,GRCz12tu,Complete Genome,reference genome,59305174,59305174,1448791966,25,25,37,300,49597,27039,2025-04-04,GCF_049306965.1-RS_2025_04
GCF_903798145.1,Danio aesculapii,,1142201,Teleostei,Cypriniformes,Danionidae,Danio,fDanAes4.1,Chromosome,reference genome,55996547,1517104,1381485597,342,2163,36.5,52,34673,24964,2020-06-27,GCF_903798145.1-RS_2023_05
GCF_949357685.1,Gobio gobio,gudgeon,27704,Teleostei,Cypriniformes,Gobionidae,Gobio,fGobGob1.1,Chromosome,reference genome,58069932,2576923,1460662624,230,1276,39.5,34,27553,26164,2023-03-10,GCF_949357685.1-RS_2025_08
GCF_043380555.1,Nothobranchius furzeri,turquoise killifish,105023,Teleostei,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,NfurGRZ-RIMD1,Chromosome,reference genome,76394082,9298000,1479182959,303,672,44.5,52,38438,24412,2024-10-21,GCF_043380555.1-RS_2024_12
GCF_902362185.1,Chanos chanos,milkfish,29144,Teleostei,Gonorynchiformes,Chanidae,Chanos,fChaCha1.1,Chromosome,reference genome,50300218,23134051,656912816,30,141,41.5,68,26101,23253,2019-08-14,GCF_902362185.1-RS_2025_07
GCF_902148855.1,Sphaeramia orbicularis,orbiculate cardinalfish,375764,Teleostei,Kurtiformes,Apogonidae,Sphaeramia,fSphaOr1.1,Chromosome,reference genome,57165184,2360121,1342662642,340,2183,38,53,29724,24204,2019-07-03,GCF_902148855.1-RS_2025_07
GCF_018320785.1,Cheilinus undulatus,humphead wrasse,241271,Teleostei,Labriformes,Labridae,Cheilinus,ASM1832078v1,Chromosome,reference genome,51466935,16477222,1173455521,45,329,39.5,77,26354,23316,2021-05-12,NCBI Cheilinus undulatus Annotation Release 100
GCF_029633865.1,Lampris incognitus,smalleye Pacific opah,2546036,Teleostei,Lampriformes,Lampridae,Lampris,fLamInc1.hap2,Chromosome,reference genome,62607046,917127,1482357630,544,3659,45,32,27751,20934,2023-04-13,GCF_029633865.1-RS_2023_05
GCF_951216825.1,Electrona antarctica,,206093,Teleostei,Myctophiformes,Myctophidae,Electrona,fEleAnt2.1,Chromosome,reference genome,53633514,1002537,1427425719,1900,5079,43.5,43,31676,28804,2023-05-11,GCF_951216825.1-RS_2025_09
GCF_949606895.1,Notothenia rossii,marbled rockcod,101497,Teleostei,Perciformes,Nototheniidae,Notothenia,fNotRos5.1,Chromosome,reference genome,89684120,383412,1042884354,942,5099,41.5,24,34920,29256,2023-03-11,GCF_949606895.1-RS_2025_08
GCF_034236695.1,Oncorhynchus nerka,sockeye salmon,8023,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,Oner_Uvic_2.0,Chromosome,reference genome,93356810,2842582,2645619652,11377,15727,44,23,55720,39518,2024-01-08,GCF_034236695.1-RS_2024_05
GCF_021184085.1,Oncorhynchus gorbuscha,pink salmon,8017,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,OgorEven_v1.0,Chromosome,reference genome,85609528,1451475,2690266878,19027,24239,44.5,44,59869,40846,2021-12-15,NCBI Oncorhynchus gorbuscha Annotation Release 100
