accession,organism_name,common_name,order,family,genus,scaffold_n50,contig_n50,max_lifespan,body_mass,LQ,protein_coding_count,submission_date,species_lower,activity,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO
GCF_004027225.2,Strigops habroptila,Kakapo,Psittaciformes,Psittacidae,Strigops,83240647,9454087,60.0,1750.0,0.3481590884982897,16053,2020-03-04,strigops habroptila,,,,,,,,,,,
GCF_012275295.1,Melopsittacus undulatus,budgerigar,Psittaciformes,Psittaculidae,Melopsittacus,104092594,16636420,21.0,30.0,0.2645094196427833,16457,2020-04-13,melopsittacus undulatus,,,,,,,,,,,
GCF_965638725.1,Aptenodytes patagonicus,king penguin,Sphenisciformes,Spheniscidae,Aptenodytes,86569806,10636000,26.0,13036.8,-0.1988777883146066,15928,2025-07-09,aptenodytes patagonicus,,,,,,,,,,,
GCF_047716275.1,Strix uralensis,Ural owl,Strigiformes,Strigidae,Strix,90173155,16359274,23.8,784.5,0.0200423552202013,16684,2025-02-12,strix uralensis,,,,,,,,,,,
GCF_031877795.1,Strix aluco,Tawny owl,Strigiformes,Strigidae,Strix,89389700,11872084,22.4,520.0,0.0313628383218147,16490,2023-09-25,strix aluco,,,,,,,,,,,
GCF_965140245.1,Athene noctua,,Strigiformes,Strigidae,Athene,86326089,4050372,11.1,169.0,-0.1706597432967889,16728,2025-02-13,athene noctua,,,,,,,,,,,
GCF_963921805.1,Phalacrocorax carbo,great cormorant,Suliformes,Phalacrocoracidae,Phalacrocorax,84621172,4631399,27.2,3628.8,-0.0621937318633807,16906,2024-02-09,phalacrocorax carbo,,,,,,,,,,,
GCF_949628215.1,Phalacrocorax aristotelis,,Suliformes,Phalacrocoracidae,Phalacrocorax,78889319,11420000,30.6,1773.0,0.0545337970071062,16264,2023-04-08,phalacrocorax aristotelis,,,,,,,,,,,
GCF_044704955.1,Pristiophorus japonicus,,,Pristiophoridae,Pristiophorus,225854410,1893048,,,,22273,2024-11-13,pristiophorus japonicus,,,,,,,,,,,
GCF_965287045.1,Carcharhinus amblyrhynchos,grey reef shark,Carcharhiniformes,Carcharhinidae,Carcharhinus,90619553,6101901,25.0,18535.0,0.1212283576409676,19870,2025-11-06,carcharhinus amblyrhynchos,,,,,,,,,,,
GCF_047496885.1,Scyliorhinus torazame,cloudy catshark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,266286206,3187150,,,,23012,2025-02-07,scyliorhinus torazame,,,,,,,,,,,
GCF_902713615.1,Scyliorhinus canicula,smaller spotted catshark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,198790641,1862211,12.0,726.0,0.0211234875469334,20574,2020-12-17,scyliorhinus canicula,,,,,,,,,,,
GCF_964213995.1,Mustelus asterias,starry smooth-hound,Carcharhiniformes,Triakidae,Mustelus,109010392,1197343,,,,22288,2024-08-22,mustelus asterias,,,,,,,,,,,
GCF_036365525.1,Heterodontus francisci,horn shark,Heterodontiformes,Heterodontidae,Heterodontus,90140832,3418954,,,,22886,2024-02-06,heterodontus francisci,,,,,,,,,,,
GCF_035084215.1,Heptranchias perlo,sharpnose sevengill shark,Hexanchiformes,Hexanchidae,Heptranchias,66821466,4905566,,,,21852,2024-01-05,heptranchias perlo,,,,,,,,,,,
GCF_964194155.1,Cetorhinus maximus,,Lamniformes,Cetorhinidae,Cetorhinus,126028485,1961965,32.0,2200000.0,-0.0939242679733272,21262,2024-06-28,cetorhinus maximus,,,,,,,,,,,
GCF_017639515.1,Carcharodon carcharias,great white shark,Lamniformes,Lamnidae,Carcharodon,169918123,6544962,50.0,1870000.0,0.1108639263063513,19440,2021-03-30,carcharodon carcharias,,,,,,,,,,,
GCF_047496795.1,Chiloscyllium punctatum,brownbanded bambooshark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,93668967,5342658,,,,19909,2025-02-07,chiloscyllium punctatum,,,,,,,,,,,
GCF_020745735.1,Hemiscyllium ocellatum,epaulette shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,83580160,8845575,,,,19215,2021-11-05,hemiscyllium ocellatum,,,,,,,,,,,
GCF_004010195.1,Chiloscyllium plagiosum,whitespotted bambooshark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,73167256,40597,,,,19916,2019-01-10,chiloscyllium plagiosum,,,,,,,,,,,
GCF_021869965.1,Rhincodon typus,whale shark,Orectolobiformes,Rhincodontidae,Rhincodon,70796938,48454,54.0,18700000.0,-0.0111104667127321,20753,2022-02-03,rhincodon typus,,,,,,,,,,,
GCF_030684315.1,Stegostoma tigrinum,,Orectolobiformes,Stegostomatidae,Stegostoma,79021053,6162596,,,,19223,2023-08-08,stegostoma tigrinum,,,,,,,,,,,
GCF_022316705.1,Stegostoma tigrinum,,Orectolobiformes,Stegostomatidae,Stegostoma,76588082,56707,,,,18281,2022-02-17,stegostoma tigrinum,,,,,,,,,,,
GCF_013347855.1,Anguilla anguilla,European eel,Anguilliformes,Anguillidae,Anguilla,57205429,5114673,88.0,3629.45,0.6824316968898336,25903,2020-06-18,anguilla anguilla,,,,,,,,,,,
GCF_018555375.3,Anguilla rostrata,American eel,Anguilliformes,Anguillidae,Anguilla,56672075,5074093,50.0,4031.5,0.4311058187294632,25366,2024-03-04,anguilla rostrata,,,,,,,,,,,
GCF_963514075.1,Conger conger,European conger,Anguilliformes,Congridae,Conger,64882367,3090688,,,,26618,2023-09-29,conger conger,,,,,,,,,,,
GCF_902500255.1,Thalassophryne amazonica,,Batrachoidiformes,Batrachoididae,Thalassophryne,118421481,2329598,,,,22351,2019-09-30,thalassophryne amazonica,,,,,,,,,,,
GCF_023375975.1,Astyanax mexicanus,Mexican tetra,Characiformes,Acestrorhamphidae,Astyanax,51923808,47087582,,,,26736,2022-05-19,astyanax mexicanus,,,,,,,,,,,
GCF_029633855.1,Hoplias malabaricus,trahira,Characiformes,Erythrinidae,Hoplias,53138383,3626585,,,,26286,2024-06-25,hoplias malabaricus,,,,,,,,,,,
GCF_034702125.1,Engraulis encrasicolus,European anchovy,Clupeiformes,Engraulidae,Engraulis,56351229,1448200,,,,27663,2023-12-28,engraulis encrasicolus,,,,,,,,,,,
GCF_049306965.1,Danio rerio,zebrafish,Cypriniformes,Danionidae,Danio,59305174,59305174,,,,27039,2025-04-04,danio rerio,,,,,,,,,,,
GCF_903798145.1,Danio aesculapii,,Cypriniformes,Danionidae,Danio,55996547,1517104,,,,24964,2020-06-27,danio aesculapii,,,,,,,,,,,
GCF_949357685.1,Gobio gobio,gudgeon,Cypriniformes,Gobionidae,Gobio,58069932,2576923,,,,26164,2023-03-10,gobio gobio,,,,,,,,,,,
GCF_043380555.1,Nothobranchius furzeri,turquoise killifish,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,76394082,9298000,,,,24412,2024-10-21,nothobranchius furzeri,,,,,,,,,,,
GCF_902362185.1,Chanos chanos,milkfish,Gonorynchiformes,Chanidae,Chanos,50300218,23134051,15.0,7700.0,-0.1275783331874538,23253,2019-08-14,chanos chanos,,,,,,,,,,,
GCF_902148855.1,Sphaeramia orbicularis,orbiculate cardinalfish,Kurtiformes,Apogonidae,Sphaeramia,57165184,2360121,,,,24204,2019-07-03,sphaeramia orbicularis,,,,,,,,,,,
GCF_018320785.1,Cheilinus undulatus,humphead wrasse,Labriformes,Labridae,Cheilinus,51466935,16477222,,,,23316,2021-05-12,cheilinus undulatus,,,,,,,,,,,
GCF_029633865.1,Lampris incognitus,smalleye Pacific opah,Lampriformes,Lampridae,Lampris,62607046,917127,,,,20934,2023-04-13,lampris incognitus,,,,,,,,,,,
GCF_951216825.1,Electrona antarctica,,Myctophiformes,Myctophidae,Electrona,53633514,1002537,,,,28804,2023-05-11,electrona antarctica,,,,,,,,,,,
GCF_949606895.1,Notothenia rossii,marbled rockcod,Perciformes,Nototheniidae,Notothenia,89684120,383412,16.0,5500.0,-0.0809313684332153,29256,2023-03-11,notothenia rossii,,,,,,,,,,,
GCF_034236695.1,Oncorhynchus nerka,sockeye salmon,Salmoniformes,Salmonidae,Oncorhynchus,93356810,2842582,8.0,4240.5,-0.3675709097468382,39518,2024-01-08,oncorhynchus nerka,,,,,,,,,,,
GCF_021184085.1,Oncorhynchus gorbuscha,pink salmon,Salmoniformes,Salmonidae,Oncorhynchus,85609528,1451475,3.0,3740.0,-0.7865899788492057,40846,2021-12-15,oncorhynchus gorbuscha,,,,,,,,,,,
GCF_045791955.1,Oncorhynchus clarkii lewisi,westslope cutthroat trout,Salmoniformes,Salmonidae,Oncorhynchus,73539589,4987901,,,,41663,2024-12-06,oncorhynchus clarkii lewisi,,,,,,,,,,,
GCF_002021735.2,Oncorhynchus kisutch,coho salmon,Salmoniformes,Salmonidae,Oncorhynchus,68265700,1159298,5.0,8360.0,-0.6092501230728024,41349,2019-11-04,oncorhynchus kisutch,,,,,,,,,,,
GCF_036934945.1,Oncorhynchus masou masou,cherry salmon,Salmoniformes,Salmonidae,Oncorhynchus,66338746,2468404,,,,40543,2024-03-01,oncorhynchus masou masou,,,,,,,,,,,
GCF_045679555.1,Salvelinus alpinus,Arctic char,Salmoniformes,Salmonidae,Salvelinus,59638343,2112528,,,,40864,2024-12-04,salvelinus alpinus,,,,,,,,,,,
GCF_018398675.1,Coregonus clupeaformis,lake whitefish,Salmoniformes,Salmonidae,Coregonus,57494107,5728271,50.0,10450.0,0.3784025269881779,39779,2021-05-25,coregonus clupeaformis,,,,,,,,,,,
GCF_901001165.2,Salmo trutta,river trout,Salmoniformes,Salmonidae,Salmo,52209666,1703178,,,,42457,2021-04-24,salmo trutta,,,,,,,,,,,
GCF_020615455.1,Coregonus clupeaformis,lake whitefish,Salmoniformes,Salmonidae,Coregonus,52021072,2177185,50.0,10450.0,0.3784025269881779,42433,2021-11-04,coregonus clupeaformis,,,,,,,,,,,
GCF_029448725.1,Salvelinus fontinalis,brook trout,Salmoniformes,Salmonidae,Salvelinus,50983633,1231776,24.0,4397.25,0.1075418349123575,41382,2023-03-28,salvelinus fontinalis,,,,,,,,,,,
GCF_027579695.1,Neoarius graeffei,lesser salmon catfish,Siluriformes,Ariidae,Neoarius,83992109,14859289,,,,24873,2023-01-09,neoarius graeffei,,,,,,,,,,,
GCF_033978785.1,Entelurus aequoreus,snake pipefish,Syngnathiformes,Syngnathidae,Entelurus,75786231,2039131,,,,25442,2023-12-01,entelurus aequoreus,,,,,,,,,,,
GCF_033978795.1,Nerophis ophidion,straightnose pipefish,Syngnathiformes,Syngnathidae,Nerophis,66953617,4791538,,,,23280,2023-12-01,nerophis ophidion,,,,,,,,,,,
GCF_030265065.1,Corythoichthys intestinalis,scribbled pipefish,Syngnathiformes,Syngnathidae,Corythoichthys,59287289,56274649,,,,21732,2023-06-20,corythoichthys intestinalis,,,,,,,,,,,
