accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,scaffold_n50,contig_n50,total_sequence_length,max_lifespan,body_mass,LQ,refseq_category,submission_date
GCF_012460135.2,Molothrus ater,,84834,Neognathae,Passeriformes,Icteridae,Molothrus,70107701,13273966,1087219985,16.9,38.1,0.14829341647201155,reference genome,2022-10-11
GCA_051348685.1,Agelaius phoeniceus,red-winged blackbird,39638,Neognathae,Passeriformes,Icteridae,Agelaius,65200977,29988714,1146822152,20.0,56.7,0.18503774111957227,,2025-07-15
GCA_054913815.1,Pterorhinus courtoisi,,1156347,Neognathae,Passeriformes,Leiothrichidae,Pterorhinus,70596790,27850013,1255045218,,,,reference genome,2026-02-04
GCA_009741485.1,Malurus cyaneus samueli,,2593467,Neognathae,Passeriformes,Maluridae,Malurus,68113514,210412,1078874851,,,,reference genome,2019-12-12
GCA_051294455.1,Myzomela tristrami,,1786045,Neognathae,Passeriformes,Meliphagidae,Myzomela,74714370,29690660,1257626521,,,,reference genome,2025-07-10
GCA_051294465.1,Myzomela cardinalis,cardinal Myzomela,265620,Neognathae,Passeriformes,Meliphagidae,Myzomela,72951082,19065458,1261735957,,,,reference genome,2025-07-10
GCA_008360975.3,Lichenostomus cassidix,helmeted honeyeater,1497555,Neognathae,Passeriformes,Meliphagidae,Lichenostomus,63798329,6735845,1102937223,,,,reference genome,2025-07-30
GCA_042985785.1,Mimus melanotis,San Cristobal mockingbird,245851,Neognathae,Passeriformes,Mimidae,Mimus,71597153,74264,1013368168,,,,reference genome,2024-10-15
GCA_015832195.1,Motacilla alba alba,,1094192,Neognathae,Passeriformes,Motacillidae,Motacilla,72386170,8515530,1072653902,,,,reference genome,2020-12-08
GCF_015832195.1,Motacilla alba alba,,1094192,Neognathae,Passeriformes,Motacillidae,Motacilla,72386170,8515530,1072653902,,,,reference genome,2020-12-08
GCA_054084135.1,Copsychus sechellarum,,797021,Neognathae,Passeriformes,Muscicapidae,Copsychus,71944673,12529446,1040605357,,,,reference genome,2025-12-18
GCA_029582105.1,Oenanthe melanoleuca,,2939378,Neognathae,Passeriformes,Muscicapidae,Oenanthe,69618406,7795761,1036256795,,,,reference genome,2023-04-06
GCF_029582105.1,Oenanthe melanoleuca,,2939378,Neognathae,Passeriformes,Muscicapidae,Oenanthe,69618406,7795761,1036256795,,,,reference genome,2023-04-06
GCA_054084125.1,Copsychus sechellarum,,797021,Neognathae,Passeriformes,Muscicapidae,Copsychus,68559407,13305154,1384301290,,,,,2025-12-18
GCA_014706295.2,Lycocorax pyrrhopterus obiensis,,2767082,Neognathae,Passeriformes,Paradisaeidae,Lycocorax,74168823,7315902,1107775038,,,,reference genome,2025-12-17
GCA_030490865.1,Poecile atricapillus,Black-capped chickadee,48891,Neognathae,Passeriformes,Paridae,Poecile,107919339,8462732,1251116877,12.4,10.4,0.13270538409704924,reference genome,2023-07-18
GCF_030490865.1,Poecile atricapillus,Black-capped chickadee,48891,Neognathae,Passeriformes,Paridae,Poecile,107919339,8462732,1251116877,12.4,10.4,0.13270538409704924,reference genome,2023-07-18
GCA_971803275.1,Cyanistes caeruleus,blue tit,156563,Neognathae,Passeriformes,Paridae,Cyanistes,82237909,3559555,1220456237,14.6,10.3,0.2045211598953819,,2025-09-13
GCA_971808865.1,Cyanistes caeruleus,blue tit,156563,Neognathae,Passeriformes,Paridae,Cyanistes,81606955,3266771,1229107639,14.6,10.3,0.2045211598953819,,2025-09-13
GCA_038429875.2,Poecile montanus,willow tit,48895,Neognathae,Passeriformes,Paridae,Poecile,76173615,16277000,1223814010,11.3,11.1,0.08639825345295904,reference genome,2025-02-05
GCA_030490855.1,Poecile atricapillus,Black-capped chickadee,48891,Neognathae,Passeriformes,Paridae,Poecile,75865069,8008306,987998379,12.4,10.4,0.13270538409704924,,2023-07-18
GCA_032357785.1,Periparus ater,Coal Tit,156567,Neognathae,Passeriformes,Paridae,Periparus,74403770,9092038,1124835199,9.5,9.2,0.02823227304393683,reference genome,2023-10-06
GCA_055754725.1,Baeolophus bicolor,tufted titmouse,88114,Neognathae,Passeriformes,Paridae,Baeolophus,74378943,6803303,1222437453,13.3,21.0,0.09879746975136627,reference genome,2026-03-09
GCA_049639895.1,Pseudopodoces humilis,Tibetan ground-tit,181119,Neognathae,Passeriformes,Paridae,Pseudopodoces,73139925,32246491,1051101716,,,,,2025-04-15
GCA_978021935.1,Parus major,Great Tit,9157,Neognathae,Passeriformes,Paridae,Parus,72463987,4234717,1044753706,15.4,17.9,0.17709001964206528,,2026-02-10
GCA_055001445.1,Parus major,Great Tit,9157,Neognathae,Passeriformes,Paridae,Parus,72002570,152317,998952537,15.4,17.9,0.17709001964206528,,2026-02-12
GCA_001522545.3,Parus major,Great Tit,9157,Neognathae,Passeriformes,Paridae,Parus,71365269,148693,1020293992,15.4,17.9,0.17709001964206528,reference genome,2019-01-15
GCF_001522545.3,Parus major,Great Tit,9157,Neognathae,Passeriformes,Paridae,Parus,71365269,148693,1020293992,15.4,17.9,0.17709001964206528,reference genome,2019-01-15
GCA_055761795.1,Baeolophus bicolor,tufted titmouse,88114,Neognathae,Passeriformes,Paridae,Baeolophus,64472019,6579559,1127455526,13.3,21.0,0.09879746975136627,,2026-03-10
GCA_978021925.1,Parus major,Great Tit,9157,Neognathae,Passeriformes,Paridae,Parus,64261913,3624465,1263885519,15.4,17.9,0.17709001964206528,,2026-01-23
GCA_009764595.1,Geothlypis trichas,common yellowthroat,135433,Neognathae,Passeriformes,Parulidae,Geothlypis,72541719,3247339,1078128490,11.5,9.5,0.10826863283693777,reference genome,2019-12-19
GCA_001746935.2,Setophaga coronata coronata,myrtle warbler,1037456,Neognathae,Passeriformes,Parulidae,Setophaga,71386623,43576,1022634526,,,,reference genome,2020-12-08
GCA_027887145.1,Ammospiza caudacuta,,2857398,Neognathae,Passeriformes,Passerellidae,Ammospiza,78443464,8252193,1241209685,,,,reference genome,2023-01-18
GCF_027887145.1,Ammospiza caudacuta,,2857398,Neognathae,Passeriformes,Passerellidae,Ammospiza,78443464,8252193,1241209685,,,,reference genome,2023-01-18
GCA_035770615.1,Melospiza melodia melodia,,1914991,Neognathae,Passeriformes,Passerellidae,Melospiza,77460261,19453098,1541245192,,,,reference genome,2024-01-24
GCF_035770615.1,Melospiza melodia melodia,,1914991,Neognathae,Passeriformes,Passerellidae,Melospiza,77460261,19453098,1541245192,,,,reference genome,2024-01-24
GCA_027579445.1,Ammospiza nelsoni,,2857394,Neognathae,Passeriformes,Passerellidae,Ammospiza,74723840,12036358,1185463352,,,,reference genome,2023-01-09
GCF_027579445.1,Ammospiza nelsoni,,2857394,Neognathae,Passeriformes,Passerellidae,Ammospiza,74723840,12036358,1185463352,,,,reference genome,2023-01-09
GCA_028018845.1,Melospiza georgiana,,44398,Neognathae,Passeriformes,Passerellidae,Melospiza,74254230,10446106,1162015399,7.8,16.1,-0.10863286981430287,reference genome,2023-01-31
GCF_028018845.1,Melospiza georgiana,,44398,Neognathae,Passeriformes,Passerellidae,Melospiza,74254230,10446106,1162015399,7.8,16.1,-0.10863286981430287,reference genome,2023-01-31
GCA_045281155.1,Zonotrichia leucophrys nuttalli,,655235,Neognathae,Passeriformes,Passerellidae,Zonotrichia,72190781,3442275,1121558528,,,,,2024-12-02
GCA_028769735.2,Zonotrichia leucophrys gambelii,,257770,Neognathae,Passeriformes,Passerellidae,Zonotrichia,71969017,14729340,1123996003,,,,reference genome,2023-12-27
GCF_028769735.1,Zonotrichia leucophrys gambelii,,257770,Neognathae,Passeriformes,Passerellidae,Zonotrichia,71969017,14729340,1123996003,,,,reference genome,2023-12-27
GCA_003829775.2,Junco hyemalis,dark-eyed junco,40217,Neognathae,Passeriformes,Passerellidae,Junco,71317294,75757,1031523570,11.3,19.0,0.03718750574121743,reference genome,2022-06-02
GCA_045269165.1,Zonotrichia capensis,rufous-collared sparrow,44391,Neognathae,Passeriformes,Passerellidae,Zonotrichia,71112957,15476969,1113638239,,,,reference genome,2024-11-25
GCA_036010785.1,Ammospiza maritima maritima,,3111550,Neognathae,Passeriformes,Passerellidae,Ammospiza,67791739,8735889,1397839254,,,,reference genome,2024-01-24
GCA_047774235.1,Zonotrichia albicollis,white-throated sparrow,44394,Neognathae,Passeriformes,Passerellidae,Zonotrichia,66000077,18665454,1176404578,14.9,21.1,0.14769715137389205,,2025-02-18
GCA_047830755.1,Zonotrichia albicollis,white-throated sparrow,44394,Neognathae,Passeriformes,Passerellidae,Zonotrichia,64429512,17147933,1278921982,14.9,21.1,0.14769715137389205,reference genome,2025-02-18
GCF_047830755.1,Zonotrichia albicollis,white-throated sparrow,44394,Neognathae,Passeriformes,Passerellidae,Zonotrichia,64429512,17147933,1278921982,14.9,21.1,0.14769715137389205,reference genome,2025-02-18
GCA_031885435.1,Passerculus sandwichensis,Savannah sparrow,161624,Neognathae,Passeriformes,Passerellidae,Passerculus,64395891,19816254,1270923488,18.0,20.2,0.23377435069476737,reference genome,2023-09-25
GCA_036417665.1,Passer domesticus,house sparrow,48849,Neognathae,Passeriformes,Passeridae,Passer,83066519,20590000,1310114252,23.0,25.3,0.31961844810811546,reference genome,2024-02-07
GCF_036417665.1,Passer domesticus,house sparrow,48849,Neognathae,Passeriformes,Passeridae,Passer,83066519,20590000,1310114252,23.0,25.3,0.31961844810811546,reference genome,2024-02-07
GCA_036417895.1,Passer domesticus,house sparrow,48849,Neognathae,Passeriformes,Passeridae,Passer,74917897,15030081,1260479385,23.0,25.3,0.31961844810811546,,2024-02-07
GCA_048593965.1,Phylloscopus trochiloides,greenish warbler,48154,Neognathae,Passeriformes,Phylloscopidae,Phylloscopus,77876639,7376425,1282834378,,,,reference genome,2025-03-17
GCA_036250135.1,Pseudopipra pipra,,415032,Neognathae,Passeriformes,Pipridae,Pseudopipra,75989417,11116877,1027640383,,,,,2024-01-31
GCA_009829145.1,Chiroxiphia lanceolata,lance-tailed manakin,296741,Neognathae,Passeriformes,Pipridae,Chiroxiphia,75608808,18496167,1089631598,,,,reference genome,2020-01-03
GCF_009829145.1,Chiroxiphia lanceolata,lance-tailed manakin,296741,Neognathae,Passeriformes,Pipridae,Chiroxiphia,75608808,18496167,1089631598,,,,reference genome,2020-01-03
GCA_036250125.1,Pseudopipra pipra,,415032,Neognathae,Passeriformes,Pipridae,Pseudopipra,75011098,10447158,1165201947,,,,reference genome,2024-01-31
GCF_036250125.1,Pseudopipra pipra,,415032,Neognathae,Passeriformes,Pipridae,Pseudopipra,75011098,10447158,1165201947,,,,reference genome,2024-01-31
GCA_032173965.1,Sitta carolinensis,,50250,Neognathae,Passeriformes,Sittidae,Sitta,57574287,18480409,1032235423,9.8,20.5,-0.03162182193473417,reference genome,2023-09-29
GCA_027559615.1,Acridotheres tristis,common myna,279927,Neognathae,Passeriformes,Sturnidae,Acridotheres,75254055,7308823,1193400391,,,,,2023-01-09
GCA_052056845.1,Sturnus vulgaris,Common starling,9172,Neognathae,Passeriformes,Sturnidae,Sturnus,74172147,20174914,1098594187,22.9,74.0,0.21946272013589851,,2025-08-15
GCA_052056855.1,Sturnus vulgaris,Common starling,9172,Neognathae,Passeriformes,Sturnidae,Sturnus,73111058,14719593,1357016380,22.9,74.0,0.21946272013589851,,2025-08-15
GCA_037013685.1,Acridotheres tristis,common myna,279927,Neognathae,Passeriformes,Sturnidae,Acridotheres,72486765,10406399,1040539946,,,,reference genome,2024-03-06
GCA_015883425.2,Lamprotornis superbus,,245042,Neognathae,Passeriformes,Sturnidae,Lamprotornis,72276715,150307,1068005652,,,,reference genome,2022-03-24
GCA_023376015.1,Sturnus vulgaris,Common starling,9172,Neognathae,Passeriformes,Sturnidae,Sturnus,72244370,148638,1043825371,22.9,74.0,0.21946272013589851,,2022-05-19
GCA_965287075.1,Acrocephalus paludicola,,68471,Neognathae,Passeriformes,Sylviidae,Acrocephalus,76810945,27615808,1163426503,,,,reference genome,2025-06-07
GCA_910950805.1,Acrocephalus scirpaceus scirpaceus,,126889,Neognathae,Passeriformes,Sylviidae,Acrocephalus,74438198,12742779,1075083815,,,,reference genome,2021-08-16
GCA_009819655.1,Sylvia atricapilla,blackcap,48155,Neognathae,Passeriformes,Sylviidae,Sylvia,72978054,7345957,1066786587,13.8,16.7,0.13580163324707173,reference genome,2019-12-31
GCF_009819655.1,Sylvia atricapilla,blackcap,48155,Neognathae,Passeriformes,Sylviidae,Sylvia,72978054,7345957,1066786587,13.8,16.7,0.13580163324707173,reference genome,2019-12-31
GCA_014839755.1,Sylvia borin,garden warbler,73324,Neognathae,Passeriformes,Sylviidae,Sylvia,72750092,31914676,1045652180,24.0,24.6,0.3406707255813206,reference genome,2020-10-02
GCA_047495875.1,Pithys albifrons albifrons,,3385563,Neognathae,Passeriformes,Thamnophilidae,Pithys,77071861,11992177,1144301792,,,,reference genome,2025-02-07
GCF_047495875.1,Pithys albifrons albifrons,,3385563,Neognathae,Passeriformes,Thamnophilidae,Pithys,77071861,11992177,1144301792,,,,reference genome,2025-02-07
GCA_013398505.2,Rhegmatorhina hoffmannsi,white-breasted antbird,468512,Neognathae,Passeriformes,Thamnophilidae,Rhegmatorhina,72802098,24643,1066555733,,,,reference genome,2021-04-30
GCA_045364795.1,Willisornis vidua,Xingu scale-backed antbird,1566151,Neognathae,Passeriformes,Thamnophilidae,Willisornis,68492996,4357226,1233406177,,,,reference genome,2024-12-02
GCA_045364805.1,Willisornis vidua,Xingu scale-backed antbird,1566151,Neognathae,Passeriformes,Thamnophilidae,Willisornis,67271988,5519225,1070918723,,,,,2024-12-02
GCA_902806625.1,Camarhynchus parvulus,,87175,Neognathae,Passeriformes,Thraupidae,Camarhynchus,71061686,15143611,1064016364,,,,,2020-03-21
GCA_901933205.1,Camarhynchus parvulus,,87175,Neognathae,Passeriformes,Thraupidae,Camarhynchus,70356807,16035651,1051609828,,,,reference genome,2019-09-06
GCF_901933205.1,Camarhynchus parvulus,,87175,Neognathae,Passeriformes,Thraupidae,Camarhynchus,70356807,16035651,1051609828,,,,reference genome,2019-09-06
GCA_019023105.1,Diglossa brunneiventris,black-throated flowerpiercer,547948,Neognathae,Passeriformes,Thraupidae,Diglossa,67281049,7273401,1079473785,,,,reference genome,2021-06-24
GCA_965287015.2,Turdus merula,blackbird,9187,Neognathae,Passeriformes,Turdidae,Turdus,71343807,32937796,1105465534,21.8,103.2,0.1676318870143767,reference genome,2025-12-05
GCA_965287035.1,Turdus iliacus,,411526,Neognathae,Passeriformes,Turdidae,Turdus,70769131,8414000,1127610686,18.8,61.2,0.151173196117532,reference genome,2025-06-07
GCA_009819885.2,Catharus ustulatus,Swainson's thrush,91951,Neognathae,Passeriformes,Turdidae,Catharus,68462074,4908935,1131616530,11.0,27.9,-0.009672913132644956,reference genome,2020-12-22
GCF_009819885.2,Catharus ustulatus,Swainson's thrush,91951,Neognathae,Passeriformes,Turdidae,Catharus,68462074,4908935,1131616530,11.0,27.9,-0.009672913132644956,reference genome,2020-12-22
GCA_052324695.1,Turdus migratorius,American robin,9188,Neognathae,Passeriformes,Turdidae,Turdus,68099324,13640387,1303638384,17.0,75.5,0.08823885490712224,reference genome,2025-08-28
GCA_965287025.1,Turdus philomelos,song thrush,127946,Neognathae,Passeriformes,Turdidae,Turdus,62560071,7452025,1090103056,17.7,67.8,0.11561191281521599,reference genome,2025-06-07
GCA_034336685.1,Luscinia luscinia,,391696,Neognathae,Passeriformes,Turdidae,Luscinia,62437632,18695389,1102322600,8.9,23.8,-0.08712359170994599,reference genome,2023-12-26
GCA_034336665.1,Luscinia megarhynchos,nightingale,383689,Neognathae,Passeriformes,Turdidae,Luscinia,61211992,13437235,1098475349,10.9,19.7,0.018223098329184673,reference genome,2023-12-26
GCA_903797595.2,Erithacus rubecula,European robin,37610,Neognathae,Passeriformes,Turdidae,Erithacus,60684490,5585877,1086738418,19.3,17.3,0.27824813481829325,reference genome,2021-05-03
GCF_903797595.1,Erithacus rubecula,European robin,37610,Neognathae,Passeriformes,Turdidae,Erithacus,60684490,5585877,1086738418,19.3,17.3,0.27824813481829325,reference genome,2021-05-03
GCA_038380795.1,Pyrocephalus nanus,Galapagos flycatcher,1853061,Neognathae,Passeriformes,Tyrannidae,Pyrocephalus,74038366,17811915,1072479546,,,,reference genome,2024-04-18
GCA_055470965.1,Sayornis phoebe,Eastern phoebe,56315,Neognathae,Passeriformes,Tyrannidae,Sayornis,64623597,18464113,1175667572,10.3,19.7,-0.006366174906266675,reference genome,2026-02-24
GCA_055471015.1,Sayornis phoebe,Eastern phoebe,56315,Neognathae,Passeriformes,Tyrannidae,Sayornis,64559386,21389695,1030083035,10.3,19.7,-0.006366174906266675,,2026-02-24
GCA_026979565.1,Vidua chalybeata,,81927,Neognathae,Passeriformes,Viduidae,Vidua,72553174,15819291,1080440577,,,,reference genome,2022-12-21
GCF_026979565.1,Vidua chalybeata,,81927,Neognathae,Passeriformes,Viduidae,Vidua,72553174,15819291,1080440577,,,,reference genome,2022-12-21
GCA_031753505.1,Anomalospiza imberbis,,187417,Neognathae,Passeriformes,Viduidae,Anomalospiza,72455167,12312023,1198243876,,,,reference genome,2023-09-22
GCF_031753505.1,Anomalospiza imberbis,,187417,Neognathae,Passeriformes,Viduidae,Anomalospiza,72455167,12312023,1198243876,,,,reference genome,2023-09-22
GCA_024509145.1,Vidua macroura,Pin-tailed whydah,187451,Neognathae,Passeriformes,Viduidae,Vidua,61801348,7488902,1123252761,,,,reference genome,2022-08-03
GCF_024509145.1,Vidua macroura,Pin-tailed whydah,187451,Neognathae,Passeriformes,Viduidae,Vidua,61801348,7488902,1123252761,,,,reference genome,2022-08-03
GCA_965231245.1,Zosterops lateralis,silver-eye,43581,Neognathae,Passeriformes,Zosteropidae,Zosterops,74034074,2855402,1047426550,13.0,12.7,0.1349345268035197,reference genome,2025-03-28
GCA_965231275.1,Zosterops lateralis,silver-eye,43581,Neognathae,Passeriformes,Zosteropidae,Zosterops,73228557,3151134,1143494826,13.0,12.7,0.1349345268035197,,2025-03-28
GCA_034008185.1,Gorsachius magnificus,,887050,Neognathae,Pelecaniformes,Ardeidae,Gorsachius,84772300,18463888,1176607910,,,,reference genome,2023-12-01
GCA_030463565.1,Pelecanus crispus,Dalmatian pelican,36300,Neognathae,Pelecaniformes,Pelecanidae,Pelecanus,86807213,9666746,1314568463,35.3,9550.0,-0.03758102551373188,reference genome,2023-07-18
GCF_030463565.1,Pelecanus crispus,Dalmatian pelican,36300,Neognathae,Pelecaniformes,Pelecanidae,Pelecanus,86807213,9666746,1314568463,35.3,9550.0,-0.03758102551373188,reference genome,2023-07-18
GCA_035839065.1,Nipponia nippon,crested ibis,128390,Neognathae,Pelecaniformes,Threskiornithidae,Nipponia,102769032,15945059,1306321373,25.8,1900.0,-0.02590184095166248,,2024-01-18
GCA_020745775.1,Theristicus caerulescens,plumbeous ibis,1118847,Neognathae,Pelecaniformes,Threskiornithidae,Theristicus,101368359,37098842,1203353649,,,,reference genome,2021-11-05
GCA_965183815.1,Platalea leucorodia,Eurasian spoonbill,257867,Neognathae,Pelecaniformes,Threskiornithidae,Platalea,94714899,3299000,1345825956,30.1,1868.0,0.042600076062322856,reference genome,2025-03-04
GCA_964289735.1,Phaethon aethereus,,37045,Neognathae,Phaethontiformes,Phaethontidae,Phaethon,85546101,2122569,1321007257,17.6,750.0,-0.1069043559986198,reference genome,2024-10-28
GCA_009819775.1,Phoenicopterus ruber ruber,,9218,Neognathae,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,85472901,14700712,1246226932,,,,reference genome,2019-12-31
GCA_054644135.1,Aechmophorus clarkii,,190660,Neognathae,Podicipediformes,Podicipedidae,Aechmophorus,70405786,5398840,1302899237,,,,,2026-01-22
GCA_054644155.1,Aechmophorus clarkii,,190660,Neognathae,Podicipediformes,Podicipedidae,Aechmophorus,67808474,3732523,1671505086,,,,reference genome,2026-01-22
GCA_964196065.2,Calonectris borealis,Cory's shearwater,1323832,Neognathae,Procellariiformes,Procellariidae,Calonectris,86671854,4109000,1211470109,,,,,2024-07-23
GCA_964195595.2,Calonectris borealis,Cory's shearwater,1323832,Neognathae,Procellariiformes,Procellariidae,Calonectris,86023716,4142416,1366185058,,,,reference genome,2024-07-24
GCF_964195595.1,Calonectris borealis,Cory's shearwater,1323832,Neognathae,Procellariiformes,Procellariidae,Calonectris,86023716,4142416,1366185058,,,,reference genome,2024-07-24
GCA_055471825.1,Pterodroma phaeopygia,,53680,Neognathae,Procellariiformes,Procellariidae,Pterodroma,74196310,46848837,1346342813,,,,reference genome,2026-02-24
GCA_037157625.1,Lathamus discolor,Swift parrot,678569,Neognathae,Psittaciformes,Psittacidae,Lathamus,129024758,25138706,1123412812,,,,,2024-03-15
GCA_037157495.1,Lathamus discolor,Swift parrot,678569,Neognathae,Psittaciformes,Psittacidae,Lathamus,126105786,19972387,1241003407,,,,reference genome,2024-03-15
GCF_037157495.1,Lathamus discolor,Swift parrot,678569,Neognathae,Psittaciformes,Psittacidae,Lathamus,126105786,19972387,1241003407,,,,reference genome,2024-03-15
GCA_051622155.1,Agapornis roseicollis,peach-faced lovebird,60468,Neognathae,Psittaciformes,Psittacidae,Agapornis,113181011,59940031,1159470847,,,,reference genome,2025-07-30
GCA_028858755.1,Ara ararauna,blue-and-yellow macaw,9226,Neognathae,Psittaciformes,Psittacidae,Ara,110438430,38811057,1224360198,43.0,1030.0,0.2520061505178406,reference genome,2023-02-24
GCA_028858555.1,Ara ararauna,blue-and-yellow macaw,9226,Neognathae,Psittaciformes,Psittacidae,Ara,109732589,30109517,1302242811,43.0,1030.0,0.2520061505178406,,2023-02-24
GCA_045345405.1,Guaruba guarouba,,51906,Neognathae,Psittaciformes,Psittacidae,Guaruba,109727540,33341676,1366127126,23.2,250.0,0.11365542371647486,reference genome,2024-12-02
GCA_963264785.1,Psittacula echo,Mauritius parakeet,232653,Neognathae,Psittaciformes,Psittacidae,Psittacula,106987384,5922112,1203813063,,,,reference genome,2023-08-20
GCA_045519325.1,Guaruba guarouba,,51906,Neognathae,Psittaciformes,Psittacidae,Guaruba,94529105,43034366,1190219310,23.2,250.0,0.11365542371647486,,2024-12-02
GCA_039720435.1,Amazona ochrocephala,yellow-crowned parrot,151761,Neognathae,Psittaciformes,Psittacidae,Amazona,92674118,14879228,1361896792,56.0,430.0,0.44670246455821183,reference genome,2024-05-24
GCA_980694505.1,Amazona vittata,Puerto Rican parrot,241585,Neognathae,Psittaciformes,Psittacidae,Amazona,91298000,6824896,1182534869,,,,reference genome,2026-02-20
GCA_017639355.1,Amazona aestiva,blue-fronted amazon,12930,Neognathae,Psittaciformes,Psittacidae,Amazona,89048441,26168,1130393257,49.0,451.0,0.384344936060133,reference genome,2021-03-30
GCA_004027225.2,Strigops habroptila,Kakapo,2489341,Neognathae,Psittaciformes,Psittacidae,Strigops,83240647,9454087,1148597545,60.0,1750.0,0.3481590884982897,reference genome,2020-03-04
GCF_004027225.2,Strigops habroptila,Kakapo,2489341,Neognathae,Psittaciformes,Psittacidae,Strigops,83240647,9454087,1148597545,60.0,1750.0,0.3481590884982897,reference genome,2020-03-04
GCA_017639245.1,Myiopsitta monachus,monk parakeet,176066,Neognathae,Psittaciformes,Psittacidae,Myiopsitta,75716676,22647286,1168583304,22.1,81.7,0.1949564905340564,reference genome,2021-03-30
GCA_051622115.1,Agapornis fischeri,,60463,Neognathae,Psittaciformes,Psittacidae,Agapornis,75117306,64946157,1196895830,12.6,48.3,-0.0009413900255650365,reference genome,2025-07-30
GCA_039720425.1,Amazona ochrocephala,yellow-crowned parrot,151761,Neognathae,Psittaciformes,Psittacidae,Amazona,74103573,14697220,1356986306,56.0,430.0,0.44670246455821183,,2024-05-24
GCA_012275295.1,Melopsittacus undulatus,budgerigar,13146,Neognathae,Psittaciformes,Psittaculidae,Melopsittacus,104092594,16636420,1171617451,21.0,30.0,0.2645094196427833,reference genome,2020-04-13
GCF_012275295.1,Melopsittacus undulatus,budgerigar,13146,Neognathae,Psittaciformes,Psittaculidae,Melopsittacus,104092594,16636420,1171617451,21.0,30.0,0.2645094196427833,reference genome,2020-04-13
GCA_027474245.1,Spheniscus humboldti,Humboldt's penguin,9240,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus,89079306,13936613,1358357718,,,,reference genome,2022-12-28
GCA_050947425.1,Spheniscus demersus,jackass penguin,92683,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus,88319617,18147389,1307516078,27.3,3135.0,-0.04720784381623133,reference genome,2025-06-17
GCA_050947505.1,Spheniscus demersus,jackass penguin,92683,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus,88190805,20620943,1272415234,27.3,3135.0,-0.04720784381623133,,2025-06-17
GCA_965638725.1,Aptenodytes patagonicus,king penguin,9234,Neognathae,Sphenisciformes,Spheniscidae,Aptenodytes,86569806,10636000,1352580174,26.0,13036.8,-0.19887778831460667,reference genome,2025-07-09
GCF_965638725.1,Aptenodytes patagonicus,king penguin,9234,Neognathae,Sphenisciformes,Spheniscidae,Aptenodytes,86569806,10636000,1352580174,26.0,13036.8,-0.19887778831460667,reference genome,2025-07-09
GCA_965638715.1,Aptenodytes patagonicus,king penguin,9234,Neognathae,Sphenisciformes,Spheniscidae,Aptenodytes,82235355,12089994,1260811559,26.0,13036.8,-0.19887778831460667,,2025-07-09
GCA_047716275.1,Strix uralensis,Ural owl,36305,Neognathae,Strigiformes,Strigidae,Strix,90173155,16359274,1380990639,23.8,784.5,0.02004235522020137,reference genome,2025-02-12
GCF_047716275.1,Strix uralensis,Ural owl,36305,Neognathae,Strigiformes,Strigidae,Strix,90173155,16359274,1380990639,23.8,784.5,0.02004235522020137,reference genome,2025-02-12
GCA_031877785.1,Strix aluco,Tawny owl,111821,Neognathae,Strigiformes,Strigidae,Strix,89677789,13783470,1219048950,22.4,520.0,0.031362838321814746,,2023-09-25
GCA_031877795.1,Strix aluco,Tawny owl,111821,Neognathae,Strigiformes,Strigidae,Strix,89389700,11872084,1414783145,22.4,520.0,0.031362838321814746,reference genome,2023-09-25
GCF_031877795.1,Strix aluco,Tawny owl,111821,Neognathae,Strigiformes,Strigidae,Strix,89389700,11872084,1414783145,22.4,520.0,0.031362838321814746,reference genome,2023-09-25
GCA_047947145.2,Strix uralensis,Ural owl,36305,Neognathae,Strigiformes,Strigidae,Strix,88646562,21740082,1256398413,23.8,784.5,0.02004235522020137,,2025-06-05
GCA_965140245.1,Athene noctua,,126797,Neognathae,Strigiformes,Strigidae,Athene,86326089,4050372,1355857592,11.1,169.0,-0.1706597432967889,reference genome,2025-02-13
GCF_965140245.1,Athene noctua,,126797,Neognathae,Strigiformes,Strigidae,Athene,86326089,4050372,1355857592,11.1,169.0,-0.1706597432967889,reference genome,2025-02-13
GCA_051313305.1,Strix nebulosa,Great grey owl,126836,Neognathae,Strigiformes,Strigidae,Strix,63843017,9243205,1347472892,15.9,1120.0,-0.18773480974538193,reference genome,2025-07-14
GCA_965212795.1,Bubo scandiacus,Snowy owl,371907,Neognathae,Strigiformes,Strigidae,Bubo,50972959,16496251,1604411253,28.0,2042.5,0.0030150994695310462,reference genome,2025-03-20
GCA_963921805.1,Phalacrocorax carbo,great cormorant,9209,Neognathae,Suliformes,Phalacrocoracidae,Phalacrocorax,84621172,4631399,1283623959,27.2,3628.8,-0.06219373186338073,reference genome,2024-02-09
GCF_963921805.1,Phalacrocorax carbo,great cormorant,9209,Neognathae,Suliformes,Phalacrocoracidae,Phalacrocorax,84621172,4631399,1283623959,27.2,3628.8,-0.06219373186338073,reference genome,2024-02-09
GCA_949628215.1,Phalacrocorax aristotelis,,126867,Neognathae,Suliformes,Phalacrocoracidae,Phalacrocorax,78889319,11420000,1279116138,30.6,1773.0,0.054533797007106255,reference genome,2023-04-08
