accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,assembly_name,assembly_level,refseq_category,scaffold_n50,contig_n50,total_sequence_length,scaffold_count,contig_count,gc_percent,genome_coverage,gene_count,protein_coding_count,submission_date,annotation_name
GCA_964194105.1,Spermophilus citellus,European ground squirrel,9997,Mammalia,Rodentia,Sciuridae,Spermophilus,mSpeCit3.1,Chromosome,reference genome,155990855,3445081,3090032603,497,1933,40,30,0,0,2024-06-28,
GCA_902686455.2,Sciurus vulgaris,Eurasian red squirrel,55149,Mammalia,Rodentia,Sciuridae,Sciurus,mSciVul1.2,Chromosome,reference genome,153872958,16333633,2878591032,638,1807,40,23,0,0,2020-07-31,
GCF_902686455.1,Sciurus vulgaris,Eurasian red squirrel,55149,Mammalia,Rodentia,Sciuridae,Sciurus,mSciVul1.2,Chromosome,reference genome,153872958,16333633,2878591032,638,1807,40,23,33591,22317,2019-11-20,GCF_902686455.1-RS_2025_09
GCA_902686445.2,Sciurus carolinensis,gray squirrel,30640,Mammalia,Rodentia,Sciuridae,Sciurus,mSciCar1.2,Chromosome,reference genome,148229995,13975867,2815397268,752,2576,40,74,0,0,2020-07-31,
GCF_902686445.1,Sciurus carolinensis,gray squirrel,30640,Mammalia,Rodentia,Sciuridae,Sciurus,mSciCar1.2,Chromosome,reference genome,148229995,13975867,2815397268,752,2576,40,74,37331,21959,2020-07-31,GCF_902686445.1-RS_2023_03
GCA_047512175.1,Marmota flaviventris,yellow-bellied marmot,93162,Mammalia,Rodentia,Sciuridae,Marmota,mMarFla1.hap2,Chromosome,,138730837,47537411,2467036054,329,636,40,55.8,0,0,2025-02-10,
GCA_047511675.1,Marmota flaviventris,yellow-bellied marmot,93162,Mammalia,Rodentia,Sciuridae,Marmota,mMarFla1.hap1,Chromosome,reference genome,136846803,52587502,2704651887,813,1143,40,55.8,0,0,2025-02-10,
GCF_047511675.1,Marmota flaviventris,yellow-bellied marmot,93162,Mammalia,Rodentia,Sciuridae,Marmota,mMarFla1.hap1,Chromosome,reference genome,136846803,52587502,2704651887,813,1143,40,55.8,34400,21191,2025-02-10,GCF_047511675.1-RS_2025_02
GCA_028644305.1,Xerus rutilus,unstriped ground squirrel,226860,Mammalia,Rodentia,Sciuridae,Xerus,Xerus_rutilus_HiC,Chromosome,reference genome,127260801,58140,2750758914,1123228,1164041,40,112,0,0,2023-02-16,
GCA_051821045.1,Otospermophilus beecheyi,California ground squirrel,34862,Mammalia,Rodentia,Sciuridae,Otospermophilus,Obeecheyi_v1,Chromosome,reference genome,124984502,418950,2269446536,1383,10096,38.5,20,0,0,2025-08-05,
GCA_048772825.1,Callospermophilus lateralis,golden-mantled ground squirrel,76772,Mammalia,Rodentia,Sciuridae,Callospermophilus,mCalLat2.hap2,Chromosome,,114988597,13623428,3349745798,2820,3463,39.5,30.6,0,0,2025-03-21,
GCF_048772825.1,Callospermophilus lateralis,golden-mantled ground squirrel,76772,Mammalia,Rodentia,Sciuridae,Callospermophilus,mCalLat2.hap2,Chromosome,,114988597,13623428,3349745798,2820,3463,39.5,30.6,33281,20343,2025-03-21,GCF_048772825.1-RS_2025_09
GCA_048772815.1,Callospermophilus lateralis,golden-mantled ground squirrel,76772,Mammalia,Rodentia,Sciuridae,Callospermophilus,mCalLat2.hap1,Chromosome,reference genome,94176142,6579271,4646974320,8087,9535,39.5,30.6,29013,20494,2025-03-21,GCA_048772815.1-GB_2025_10_14
GCF_048772815.1,Callospermophilus lateralis,golden-mantled ground squirrel,76772,Mammalia,Rodentia,Sciuridae,Callospermophilus,mCalLat2.hap1,Chromosome,reference genome,94176142,6579271,4646974320,8087,9535,39.5,30.6,35505,21594,2025-03-21,GCF_048772815.1-RS_2025_09
GCA_049190835.1,Myospalax aspalax,false zokor,213498,Mammalia,Rodentia,Spalacidae,Myospalax,ASM4919083v1,Chromosome,reference genome,89298488,37952886,3014030832,547,653,41.5,30,0,0,2025-03-31,
GCA_035773235.1,Eospalax fontanierii,,146134,Mammalia,Rodentia,Spalacidae,Eospalax,ASM3577323v1,Chromosome,reference genome,82041474,59200000,2699079450,87,115,41.5,33,0,0,2024-01-24,
GCA_049190895.1,Myospalax psilurus,,146129,Mammalia,Rodentia,Spalacidae,Myospalax,ASM4919089v1,Chromosome,reference genome,76917133,23106468,3313470922,1668,1827,41.5,30,0,0,2025-03-31,
GCA_026018925.2,Tupaia tana,large tree shrew,70687,Mammalia,Scandentia,Tupaiidae,Tupaia,mTupTan1.pri,Chromosome,reference genome,111208849,7301848,2948301657,1209,2472,42,19,0,0,2025-12-17,
GCA_033439345.1,Tupaia chinensis,Chinese tree shrew,246437,Mammalia,Scandentia,Tupaiidae,Tupaia,KIZ version 2,Chromosome,,104643080,3217288,2667459972,1645,3342,42,55,0,0,2023-11-09,
GCA_030035585.1,Dugong dugon,dugong,29137,Mammalia,Sirenia,Dugongidae,Dugong,mDugDug1.hap1,Chromosome,reference genome,140670990,57632671,3158488110,198,294,40.5,32,22843,19248,2023-05-18,GCA_030035585.1-GB_2025_10_02
GCA_040182945.1,Dugong dugon,dugong,29137,Mammalia,Sirenia,Dugongidae,Dugong,ASM4018294v1,Chromosome,,136909105,272829,3061735718,2919,22906,40.5,160,0,0,2024-06-14,
GCA_046562895.1,Trichechus inunguis,Amazon manatee,9777,Mammalia,Sirenia,Trichechidae,Trichechus,mTriInu1 haplotype 2,Chromosome,reference genome,123530250,25109643,3320339069,401,695,41,73,24160,19991,2025-01-08,GCA_046562895.1-GB_2025_09_06
GCA_046562985.1,Trichechus inunguis,Amazon manatee,9777,Mammalia,Sirenia,Trichechidae,Trichechus,mTriInu1 haplotype 1,Chromosome,,121225153,16297374,3071794592,550,927,41,79,0,0,2025-01-08,
GCA_054668785.1,Orycteropus afer,aardvark,9818,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,mOryAfe1.hap1,Chromosome,,655437740,166734673,4714243411,353,474,40.5,46.9,0,0,2026-01-23,
GCA_054668755.1,Orycteropus afer,aardvark,9818,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,mOryAfe1.hap2,Chromosome,,643834862,195783007,4292536414,269,358,40,46.9,0,0,2026-01-23,
GCA_964187855.1,Myxine glutinosa,Atlantic hagfish,7769,Myxini,Myxiniformes,Myxinidae,Myxine,kmMyxGlut1.1,Chromosome,reference genome,192170830,739991,3057504053,4003,8415,44.5,30,0,0,2024-06-18,
GCF_964187855.1,Myxine glutinosa,Atlantic hagfish,7769,Myxini,Myxiniformes,Myxinidae,Myxine,kmMyxGlut1.1,Chromosome,reference genome,192170830,739991,3057504053,4003,8415,44.5,30,23902,18316,2024-06-18,GCF_964187855.1-RS_2026_01
GCA_040869285.1,Myxine glutinosa,Atlantic hagfish,7769,Myxini,Myxiniformes,Myxinidae,Myxine,UKY_Mglu_1.0,Chromosome,,156894492,847554,3829258836,4269,9145,44,28,0,0,2024-07-30,
GCF_040869285.1,Myxine glutinosa,Atlantic hagfish,7769,Myxini,Myxiniformes,Myxinidae,Myxine,UKY_Mglu_1.0,Chromosome,,156894492,847554,3829258836,4269,9145,44,28,29685,22424,2024-07-30,GCF_040869285.1-RS_2024_08
GCA_035128595.1,Eptatretus atami,,50612,Myxini,Myxiniformes,Myxinidae,Eptatretus,Eptata_v1,Chromosome,reference genome,147609921,12689,2517612418,6307,712472,43.5,250,0,0,2024-01-09,
GCA_041222605.1,Eptatretus okinoseanus,,7767,Myxini,Myxiniformes,Myxinidae,Eptatretus,ASM4122260v1,Chromosome,reference genome,110357792,2770831,1888650646,1372,3680,44,134,0,0,2024-08-13,
GCA_045345515.1,Morphnus guianensis,crested eagle,252789,Neognathae,Accipitriformes,Accipitridae,Morphnus,bMorGui1 haplotype 2,Chromosome,reference genome,61450600,26372894,1576624229,544,708,44.5,57,22581,18065,2024-12-02,GCA_045345515.1-GB_2025_12_03
GCA_045345505.1,Morphnus guianensis,crested eagle,252789,Neognathae,Accipitriformes,Accipitridae,Morphnus,bMorGui1 haplotype 1,Chromosome,,58544916,28221181,1316595704,548,653,44,69,0,0,2024-12-02,
GCA_026419915.1,Harpia harpyja,harpy eagle,202280,Neognathae,Accipitriformes,Accipitridae,Harpia,bHarHar1 primary haplotype,Chromosome,reference genome,58111031,16799191,1351447071,322,664,43.5,54,0,0,2022-11-27,
GCF_026419915.1,Harpia harpyja,harpy eagle,202280,Neognathae,Accipitriformes,Accipitridae,Harpia,bHarHar1 primary haplotype,Chromosome,reference genome,58111031,16799191,1351447071,322,664,43.5,54,20830,16803,2022-11-27,GCF_026419915.1-RS_2023_02
GCA_028022735.1,Gypaetus barbatus,lammergeier,33610,Neognathae,Accipitriformes,Accipitridae,Gypaetus,bGypBar2.pri,Chromosome,reference genome,52189775,18064636,1365299843,232,491,43.5,27.32,0,0,2023-01-31,
GCA_037962945.1,Sarcoramphus papa,king vulture,43583,Neognathae,Accipitriformes,Cathartidae,Sarcoramphus,bSarPap1.hap1,Chromosome,reference genome,96420541,40899883,1543931415,123,277,44,54.2,18126,16579,2024-04-04,GCA_037962945.1-GB_2025_12_03
GCA_037950955.1,Sarcoramphus papa,king vulture,43583,Neognathae,Accipitriformes,Cathartidae,Sarcoramphus,bSarPap1.hap2,Chromosome,,87061668,30635722,1469241744,140,268,44.5,54.2,0,0,2024-04-04,
GCA_018139145.2,Gymnogyps californianus,California condor,33616,Neognathae,Accipitriformes,Cathartidae,Gymnogyps,ASM1813914v2,Chromosome,reference genome,85355094,17075888,1240248578,542,1174,42,20,0,0,2022-09-01,
GCF_018139145.2,Gymnogyps californianus,California condor,33616,Neognathae,Accipitriformes,Cathartidae,Gymnogyps,ASM1813914v2,Chromosome,reference genome,85355094,17075888,1240248578,542,1174,42,20,17498,15144,2022-09-01,GCF_018139145.2-RS_2023_02
GCA_039700855.2,Vultur gryphus,Andean condor,8924,Neognathae,Accipitriformes,Cathartidae,Vultur,bVulGry1,Chromosome,reference genome,84949164,21673,1190354707,1179,121785,42,65,0,0,2025-05-07,
GCA_009819795.1,Aythya fuligula,tufted duck,219594,Neognathae,Anseriformes,Anatidae,Aythya,bAytFul2.pri,Chromosome,reference genome,85905639,17816505,1126988109,104,267,41.5,64.03,0,0,2019-12-31,
GCF_009819795.1,Aythya fuligula,tufted duck,219594,Neognathae,Anseriformes,Anatidae,Aythya,bAytFul2.pri,Chromosome,reference genome,85905639,17816505,1126988109,104,267,41.5,64.03,17219,15578,2019-12-31,NCBI Aythya fuligula Annotation Release 100
GCA_030142145.1,Somateria mollissima,common eider,76058,Neognathae,Anseriformes,Anatidae,Somateria,ASM3014214v1,Chromosome,,85846784,106998,1105825584,118,24340,41.5,42.96,0,0,2023-06-05,
GCA_026413565.1,Aythya baeri,Baer's pochard,1177618,Neognathae,Anseriformes,Anatidae,Aythya,ASM2641356v1,Chromosome,reference genome,85749954,29098202,1144760485,135,227,42,162.11,0,0,2022-11-27,
GCA_029042245.1,Aythya marila,greater scaup,189534,Neognathae,Anseriformes,Anatidae,Aythya,ASM2904224v1,Chromosome,reference genome,85439399,32460729,1135194460,125,196,42,91.36,0,0,2023-03-15,
GCA_042478095.1,Aythya ferina,common pochard,219593,Neognathae,Anseriformes,Anatidae,Aythya,ASM4247809v1,Chromosome,reference genome,85018818,31429927,1130787795,95,161,42,156,0,0,2024-10-03,
GCA_013377495.2,Cygnus atratus,black swan,8868,Neognathae,Anseriformes,Anatidae,Cygnus,CAtr_DNAZoo_HiC_assembly,Chromosome,reference genome,84552148,28995010,1124217020,567,697,42,90,0,0,2022-08-03,
GCF_013377495.2,Cygnus atratus,black swan,8868,Neognathae,Anseriformes,Anatidae,Cygnus,CAtr_DNAZoo_HiC_assembly,Chromosome,reference genome,84552148,28995010,1124217020,567,697,42,90,18459,15671,2022-08-03,GCF_013377495.2-RS_2023_02
GCA_036873955.1,Mergus octosetaceus,Brazilian merganser,1570318,Neognathae,Anseriformes,Anatidae,Mergus,bMerOct1.hap1,Chromosome,reference genome,83836255,10800487,1245774584,568,895,42.5,46.2,16183,15648,2024-02-26,GCA_036873955.1-GB_2025_10_02
GCA_048319975.1,Cairina moschata,Muscovy duck,8855,Neognathae,Anseriformes,Anatidae,Cairina,ASM4831997v1,Chromosome,reference genome,82343468,9791839,1100132706,39,283,42,60,0,0,2025-03-04,
GCA_025388735.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,ASM2538873v1,Chromosome,,81861053,21589146,1278045749,486,1385,42.5,300,0,0,2022-09-25,
GCA_009769625.2,Cygnus olor,mute swan,8869,Neognathae,Anseriformes,Anatidae,Cygnus,bCygOlo1.pri.v2,Chromosome,reference genome,81481363,8308965,1134169903,170,621,42,60.23,0,0,2021-03-31,
GCF_009769625.2,Cygnus olor,mute swan,8869,Neognathae,Anseriformes,Anatidae,Cygnus,bCygOlo1.pri.v2,Chromosome,reference genome,81481363,8308965,1134169903,170,621,42,60.23,23209,16150,2021-03-31,NCBI Cygnus olor Annotation Release 100
GCA_030515125.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,QAU1.0,Chromosome,,81474995,3297282,1128398295,587,1830,42,27,0,0,2023-07-26,
GCA_054644365.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,Zi_goose_T2T_genome,Chromosome,,81055700,54135724,1305488053,272,305,43.5,230,0,0,2026-01-22,
GCA_040182565.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,Taihu_goose_T2T_genome,Chromosome,reference genome,81007908,39655246,1215337776,74,116,43,70,0,0,2024-06-14,
GCF_040182565.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,Taihu_goose_T2T_genome,Chromosome,reference genome,81007908,39655246,1215337776,74,116,43,70,25487,18126,2024-06-14,GCF_040182565.1-RS_2024_07
GCA_965277985.1,Anser erythropus,Lesser white-fronted goose,132586,Neognathae,Anseriformes,Anatidae,Anser,bAnsEry1.hap1.1,Chromosome,reference genome,80247187,2382381,1339878510,925,1845,44,61,0,0,2025-05-04,
GCA_964211825.1,Aythya ferina,common pochard,219593,Neognathae,Anseriformes,Anatidae,Aythya,bAytFer1.hap1.1,Chromosome,,79844515,4150808,1252302973,861,1335,42,122,0,0,2024-07-31,
GCA_965278175.1,Alopochen aegyptiaca,Egyptian goose,30382,Neognathae,Anseriformes,Anatidae,Alopochen,bAloAeg2.hap1.1,Chromosome,reference genome,79723726,4748427,1272231060,539,938,42,227,0,0,2025-05-08,
GCA_964034855.1,Anser brachyrhynchus,Pink-footed goose,132585,Neognathae,Anseriformes,Anatidae,Anser,bAnsBra1.1,Chromosome,reference genome,79251119,2049950,1287320976,714,1851,43.5,38,0,0,2024-04-27,
GCA_965231335.1,Branta canadensis,Canada goose,8853,Neognathae,Anseriformes,Anatidae,Branta,bBraCan1.1,Chromosome,reference genome,78989891,3892771,1311882472,613,1144,44,42,0,0,2025-03-29,
GCA_964211835.1,Anser anser,Domestic goose,8843,Neognathae,Anseriformes,Anatidae,Anser,bAnsAns1.hap1.1,Chromosome,reference genome,78965412,2674135,1313438308,818,1748,43.5,56,0,0,2024-07-31,
GCA_965250395.1,Anser fabalis,Taiga bean goose,132587,Neognathae,Anseriformes,Anatidae,Anser,bAnsFab1.1,Chromosome,reference genome,78817196,2200672,1316274463,878,1851,44,37,0,0,2025-04-20,
GCA_951416345.1,Somateria mollissima,common eider,76058,Neognathae,Anseriformes,Anatidae,Somateria,bSomMol1.h2.1,Chromosome,reference genome,78490558,9245871,1079261109,290,499,43,36,0,0,2023-06-27,
GCA_965151615.1,Cygnus columbianus,tundra swan,110926,Neognathae,Anseriformes,Anatidae,Cygnus,bCygCol1.1,Chromosome,reference genome,78162771,3838603,1293521421,602,1142,45,52,0,0,2025-02-15,
GCA_963989345.1,Clangula hyemalis,long-tailed duck,197941,Neognathae,Anseriformes,Anatidae,Clangula,bClaHye2.1,Chromosome,reference genome,78069974,3738964,1206087415,271,815,42.5,43,0,0,2024-03-14,
GCA_026259575.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,AnsCyg_swan_goose_v2.0,Chromosome,,77798581,22747468,1153444501,1263,1577,42.5,110.33,0,0,2022-11-23,
GCA_036850655.1,Mergus octosetaceus,Brazilian merganser,1570318,Neognathae,Anseriformes,Anatidae,Mergus,bMerOct1.hap2,Chromosome,,77730658,10490917,1213885900,720,964,43,46.2,0,0,2024-02-26,
GCA_054883635.1,Spatula clypeata,Northern shoveler,75838,Neognathae,Anseriformes,Anatidae,Spatula,SKLAFABB.AnasCly1.0,Chromosome,reference genome,77553093,26869251,1165814024,72,130,42,100,0,0,2026-01-30,
GCA_951411735.1,Somateria mollissima,common eider,76058,Neognathae,Anseriformes,Anatidae,Somateria,bSomMol1.h1.1,Chromosome,,77552753,7862886,1205423405,468,740,44,36,0,0,2023-06-27,
GCA_018104995.1,Cairina moschata,Muscovy duck,8855,Neognathae,Anseriformes,Anatidae,Cairina,ASM1810499v1,Chromosome,,77345420,315520,1118556028,4613,16714,41.5,128,0,0,2021-04-23,
GCA_964035555.1,Netta rufina,red-crested pochard,30387,Neognathae,Anseriformes,Anatidae,Netta,bNetRuf1.1,Chromosome,reference genome,77261329,3347974,1166961997,140,854,42,30,0,0,2024-04-29,
GCA_971847395.1,Mergellus albellus,Smew,107026,Neognathae,Anseriformes,Anatidae,Mergellus,bMerAlb1.hap1.1,Chromosome,reference genome,77103717,2393000,1298127596,844,1612,42.5,31,0,0,2025-09-13,
GCA_965140915.1,Aythya marila,greater scaup,189534,Neognathae,Anseriformes,Anatidae,Aythya,bAytMar2.hap1.1,Chromosome,,77037309,3182246,1224516623,1268,1961,42,63,0,0,2025-02-13,
GCA_053567805.1,Anas acuta,northern pintail,28680,Neognathae,Anseriformes,Anatidae,Anas,SKLAFABB.AnasAcu1.0,Chromosome,,77014527,77014527,1198851733,159,159,42.5,100,0,0,2025-11-18,
GCA_976225485.1,Aythya fuligula,tufted duck,219594,Neognathae,Anseriformes,Anatidae,Aythya,bAytFul3.1,Chromosome,,76924276,3978115,1175427868,391,1033,42,55,0,0,2025-10-26,
GCA_053567875.1,Mareca falcata,falcated duck,75844,Neognathae,Anseriformes,Anatidae,Mareca,SKLAFABB.AnasFal1.0,Chromosome,reference genome,76775030,41080195,1183678463,116,159,42,100,0,0,2025-11-18,
GCA_977066335.1,Spatula clypeata,Northern shoveler,75838,Neognathae,Anseriformes,Anatidae,Spatula,bSpaCly1.hap1.1,Chromosome,,76684505,3649032,1236960625,537,1006,42.5,60,0,0,2025-11-28,
GCA_053567865.1,Anas crecca,Common teal,75839,Neognathae,Anseriformes,Anatidae,Anas,SKLAFABB.AnasCre1.0,Chromosome,reference genome,76541717,76541717,1224007728,218,218,43,100,0,0,2025-11-18,
GCA_963932015.1,Anas acuta,northern pintail,28680,Neognathae,Anseriformes,Anatidae,Anas,bAnaAcu1.1,Chromosome,reference genome,76435830,3416933,1189296988,394,1025,42.5,28,0,0,2024-02-07,
GCF_963932015.1,Anas acuta,northern pintail,28680,Neognathae,Anseriformes,Anatidae,Anas,bAnaAcu1.1,Chromosome,reference genome,76435830,3416933,1189296988,394,1025,42.5,28,24772,16993,2024-02-07,GCF_963932015.1-RS_2024_09
GCA_054883605.1,Sibirionetta formosa,Baikal teal,56278,Neognathae,Anseriformes,Anatidae,Sibirionetta,SKLAFABB.AnasFor1.0,Chromosome,reference genome,76402273,36461813,1154117424,72,112,42,100,0,0,2026-01-30,
GCA_002743455.1,Anas platyrhynchos platyrhynchos,common mallard,8840,Neognathae,Anseriformes,Anatidae,Anas,CAU_duck1.0,Chromosome,,74988519,88037,1136415614,21240,44791,41.5,150,0,0,2017-11-03,
GCA_054883575.1,Anas zonorhyncha,Eastern spot-billed duck,75864,Neognathae,Anseriformes,Anatidae,Anas,SKLAFABB.AnasZon1.0,Chromosome,reference genome,68264297,64774675,1303404548,633,677,43,50,0,0,2026-01-30,
GCA_964211785.1,Anser anser,Domestic goose,8843,Neognathae,Anseriformes,Anatidae,Anser,bAnsAns1.hap2.1,Chromosome,,67215310,2662746,1168290161,381,1135,43.5,56,0,0,2024-07-31,
GCA_965642265.1,Branta leucopsis,barnacle goose,184711,Neognathae,Anseriformes,Anatidae,Branta,bBraLeu2.hap1.1,Chromosome,reference genome,66377272,6988405,1346851039,692,1117,44,62,0,0,2025-07-19,
GCA_964059595.1,Bucephala clangula,common goldeneye,107022,Neognathae,Anseriformes,Anatidae,Bucephala,bBucCla1.1,Chromosome,reference genome,66356865,4272793,1190922165,537,991,42,45,0,0,2024-06-06,
GCA_965278785.1,Mareca strepera,gadwall,75861,Neognathae,Anseriformes,Anatidae,Mareca,bMarStr1.hap1.1,Chromosome,reference genome,66097916,2097805,1300597795,1155,2004,42.5,28,0,0,2025-05-10,
GCA_965278775.1,Cygnus cygnus,common whooper,219595,Neognathae,Anseriformes,Anatidae,Cygnus,bCygCyg1.hap1.1,Chromosome,reference genome,65831537,2482267,1387568417,2056,2793,47.5,38,0,0,2025-05-10,
GCA_025583725.1,Anser indicus,Bar-headed goose,8846,Neognathae,Anseriformes,Anatidae,Anser,ASM2558372v1,Chromosome,reference genome,65774817,5739385,1129455536,484,1429,42,85,0,0,2022-10-06,
GCA_971812175.1,Mergellus albellus,Smew,107026,Neognathae,Anseriformes,Anatidae,Mergellus,bMerAlb1.hap2.1,Chromosome,,65538291,2538332,1160594237,910,1541,42.5,31,0,0,2025-09-13,
GCA_977964035.1,Mergus serrator,,8879,Neognathae,Anseriformes,Anatidae,Mergus,bMerSer1.hap1.1,Chromosome,reference genome,65261140,2748324,1413260963,2559,3155,43,43,0,0,2026-02-01,
GCA_977964335.1,Mergus serrator,,8879,Neognathae,Anseriformes,Anatidae,Mergus,bMerSer1.hap2.1,Chromosome,,65202210,3221568,1320954292,1614,2172,42.5,43,0,0,2025-12-17,
GCA_976913865.1,Anser albifrons,White-fronted goose,50365,Neognathae,Anseriformes,Anatidae,Anser,bAnsAlb1.hap1.1,Chromosome,reference genome,62180537,1821908,1311784712,1336,2405,43.5,54,0,0,2025-10-26,
GCA_020740795.1,Apus apus,common swift,8895,Neognathae,Apodiformes,Apodidae,Apus,bApuApu2.pri.cur,Chromosome,reference genome,115508478,25561769,1100361224,109,365,42,103.36,0,0,2021-11-04,
GCF_020740795.1,Apus apus,common swift,8895,Neognathae,Apodiformes,Apodidae,Apus,bApuApu2.pri.cur,Chromosome,reference genome,115508478,25561769,1100361224,109,365,42,103.36,16724,14765,2021-11-04,GCF_020740795.1-RS_2023_02
GCA_020745705.1,Hemiprocne comata,,243314,Neognathae,Apodiformes,Apodidae,Hemiprocne,bHemCom1.pri.cur,Chromosome,reference genome,91346199,20531774,1164793941,145,363,42,80.12,0,0,2021-11-05,
GCA_003957555.2,Calypte anna,Anna's hummingbird,9244,Neognathae,Apodiformes,Trochilidae,Calypte,bCalAnn1_v1.p,Chromosome,reference genome,74081004,14522327,1059687259,159,584,41.5,54,0,0,2019-05-17,
GCF_003957555.1,Calypte anna,Anna's hummingbird,9244,Neognathae,Apodiformes,Trochilidae,Calypte,bCalAnn1_v1.p,Chromosome,reference genome,74081004,14522327,1059687259,159,584,41.5,54,16230,14711,2019-05-16,NCBI Calypte anna Annotation Release 101
GCA_036169615.1,Heliangelus exortis,,472823,Neognathae,Apodiformes,Trochilidae,Heliangelus,bHelExo1.hap1,Chromosome,reference genome,73898144,8413062,1049650714,131,568,41.5,47,0,0,2024-01-26,
GCF_036169615.1,Heliangelus exortis,,472823,Neognathae,Apodiformes,Trochilidae,Heliangelus,bHelExo1.hap1,Chromosome,reference genome,73898144,8413062,1049650714,131,568,41.5,47,20276,15365,2024-01-26,GCF_036169615.1-RS_2025_02
GCA_054051235.1,Chalcostigma stanleyi,,689208,Neognathae,Apodiformes,Trochilidae,Chalcostigma,bChaSta1.hap2,Chromosome,reference genome,73105083,1579170,1042267249,610,2372,41.5,30.6,0,0,2025-12-17,
GCA_023637945.2,Phaethornis superciliosus,long-tailed hermit,46513,Neognathae,Apodiformes,Trochilidae,Phaethornis,bPhaSup1.pri,Chromosome,reference genome,72671965,35194150,1020009783,65,205,41,85,14293,14185,2025-02-06,GCA_023637945.2-GB_2025_10_09
GCA_054372455.1,Selasphorus platycercus,broad-tailed hummingbird,240704,Neognathae,Apodiformes,Trochilidae,Selasphorus,SelPlat_v1,Chromosome,reference genome,72349162,27428828,1009456933,484,556,41.5,53,0,0,2026-01-06,
GCA_054051245.1,Chalcostigma stanleyi,,689208,Neognathae,Apodiformes,Trochilidae,Chalcostigma,bChaSta1.hap1,Chromosome,,72296937,1621151,1023131045,403,2163,41.5,30.6,0,0,2025-12-17,
GCA_907165065.1,Caprimulgus europaeus,Eurasian nightjar,111811,Neognathae,Caprimulgiformes,Caprimulgidae,Caprimulgus,bCapEur3.1,Chromosome,reference genome,82614289,30622946,1177791212,121,274,42,87,0,0,2021-05-17,
GCF_907165065.1,Caprimulgus europaeus,Eurasian nightjar,111811,Neognathae,Caprimulgiformes,Caprimulgidae,Caprimulgus,bCapEur3.1,Chromosome,reference genome,82614289,30622946,1177791212,121,274,42,87,16620,15555,2021-05-17,GCF_907165065.1-RS_2025_09
GCA_028020825.1,Podargus strigoides,tawny frogmouth,8905,Neognathae,Caprimulgiformes,Podargidae,Podargus,bPodStr1.pri,Chromosome,reference genome,58393285,11637970,1271141449,1038,1241,42.5,27.7,16374,15482,2023-01-31,GCA_028020825.1-GB_2025_12_03
GCA_054099775.1,Steatornis caripensis,oilbird,48435,Neognathae,Caprimulgiformes,Steatornithidae,Steatornis,bSteCar1.hap1,Chromosome,reference genome,84204331,44324291,1367945121,126,244,44,62.8,0,0,2025-12-18,
GCA_054099845.1,Steatornis caripensis,oilbird,48435,Neognathae,Caprimulgiformes,Steatornithidae,Steatornis,bSteCar1.hap2,Chromosome,,83830409,44910062,1200758481,94,196,44,62.8,0,0,2025-12-18,
GCA_008658365.1,Alca torda,razorbill,28689,Neognathae,Charadriiformes,Alcidae,Alca,bAlcTor1 primary,Chromosome,reference genome,84526827,18221265,1178473458,94,321,42.5,64.69,16796,15256,2019-10-10,GCA_008658365.1-GB_2025_12_03
GCA_017639485.1,Pluvialis apricaria,,670352,Neognathae,Charadriiformes,Charadriidae,Pluvialis,bPluApr1.pri,Chromosome,reference genome,87527607,15203797,1247746888,106,374,42.5,60,16975,15491,2021-03-30,GCA_017639485.1-GB_2025_12_08
GCA_965286855.1,Vanellus vanellus,,100859,Neognathae,Charadriiformes,Charadriidae,Vanellus,bVanVan3.1,Chromosome,reference genome,87105696,22783031,1393446359,986,1167,44,57,0,0,2025-06-07,
GCA_053477275.1,Charadrius alexandrinus x Charadrius dealbatus,,2697428,Neognathae,Charadriiformes,Charadriidae,Charadrius,ASM5347727v1,Chromosome,reference genome,84072220,23698919,1205393496,31,372,43,115,0,0,2025-11-14,
GCA_965231255.1,Vanellus vanellus,,100859,Neognathae,Charadriiformes,Charadriidae,Vanellus,bVanVan1.hap1.1,Chromosome,,82789932,1930563,1476605334,2407,3343,44.5,48,0,0,2025-03-28,
GCA_976988815.1,Haematopus ostralegus,Eurasian oystercatcher,31908,Neognathae,Charadriiformes,Haematopodidae,Haematopus,bHaeOst1.hap1.1,Chromosome,reference genome,87398943,4836579,1305996864,318,775,43.5,77,0,0,2025-11-08,
GCA_976988755.1,Haematopus ostralegus,Eurasian oystercatcher,31908,Neognathae,Charadriiformes,Haematopodidae,Haematopus,bHaeOst1.hap2.1,Chromosome,,85971649,4999330,1290388642,364,812,43.5,77,0,0,2025-10-10,
