"","Max Longevity Simple Phylo Ranking Pathways W Or","Max Longevity Zero Filtered Poisson Pglmm 20250702 110253 Pathways","Mlres Simple Phylo Ranking Pathways W Or","Mlres Zero Filtered Poisson Pglmm 20250707 075917 Pathways"
"RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PURINE",-0.511649865229291,2.20616107760989,2.22805729393392,2.11981902475856
"RECOGNITION OF DNA DAMAGE BY PCNA CONTAINING REPLICATION COMPLEX",-0.780728547034765,-1.17333148338172,-1.22638233468534,-0.70885026589696
"RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES",0.687363139361623,-0.920599932609727,-0.823718848099192,0.888177566847925
"RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES",0.670386575808329,0.925710256070472,-0.758746928111923,1.03157309773454
"RECYCLING OF BILE ACIDS AND SALTS",1.18856884922348,-1.24702292444774,-0.997910796127792,0.606127709135561
"RECYCLING OF EIF2 GDP",-1.26626276448133,-0.676632688600955,-0.989158492514198,-0.962403072881471
"RECYCLING PATHWAY OF L1",1.06443312633118,1.04429159209068,-0.962261258988484,1.0561487238791
"REDUCTION OF CYTOSOLIC CA LEVELS",1.06089141583235,-0.934743743581376,-0.785924402610972,-0.690886934179007
"REELIN SIGNALLING PATHWAY",0.917083508145256,-1.29697368740502,-0.747547754259164,-1.06326253668977
"REGULATED NECROSIS",-1.16220905475932,0.560906425600087,-0.876646769515646,0.999678896486797
"REGULATION BY C FLIP",-1.14870384753463,-0.471744443323703,-1.06397093665992,-1.16263061393098
"REGULATION OF BACH1 ACTIVITY",1.09972042446417,-0.733207001518594,0.696984039082731,0.929553230525355
"REGULATION OF BETA CELL DEVELOPMENT",-1.30324123510944,-1.90448892758589,-1.26277749096541,-1.8875866601129
"REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP SREBF",-0.619720524431273,-1.03232119769947,-1.25141972121838,0.596700182489309
"REGULATION OF EXPRESSION OF SLITS AND ROBOS",1.10653766769556,1.61029512609512,-0.975261237269786,1.84934629365466
"REGULATION OF FOXO TRANSCRIPTIONAL ACTIVITY BY ACETYLATION",1.19854703153065,0.442213139122065,0.839026896638531,1.1417194804132
"REGULATION OF FZD BY UBIQUITINATION",0.717704596354795,-0.932482848527936,0.696984039082731,0.751407949251409
"REGULATION OF GENE EXPRESSION BY HYPOXIA INDUCIBLE FACTOR",0.859946292898713,0.976985205288727,-0.905524006195147,1.05736815730536
"REGULATION OF GENE EXPRESSION IN BETA CELLS",-1.30324123510944,-1.71280190805905,-1.26277749096541,-1.56386540974285
"REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN",1.19194930955183,-1.27704481792465,1.3249728676266,-0.823306570160665
"REGULATION OF GLYCOLYSIS BY FRUCTOSE 2 6 BISPHOSPHATE METABOLISM",0.577161313698805,-0.809763114314687,-0.771812080536913,0.837028106610854
"REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE",1.07965100581441,-0.822207436022767,0.957767811607637,0.90784616116315
"REGULATION OF IFNA IFNB SIGNALING",-0.861480438391499,1.61987412507477,2.0149508135352,1.38379373727699
"REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA",-1.38850368537233,0.836875940268187,0.802138890051135,1.22803802371282
"REGULATION OF INSULIN LIKE GROWTH FACTOR IGF TRANSPORT AND UPTAKE BY INSULIN LIKE GROWTH FACTOR BINDING PROTEINS IGFBPS",1.50128730931131,-1.12203427514018,-0.959217747889109,-0.83421110635502
"REGULATION OF INSULIN SECRETION",0.718757868349023,-1.51970947103447,-0.967973412334182,0.825197574367241
"REGULATION OF KIT SIGNALING",0.928223312118899,1.2095041350589,-1.05368856588489,1.36810468193681
"REGULATION OF LIPID METABOLISM BY PPARALPHA",0.754874362113494,-1.37468858419716,-0.713782088717266,-1.14857640328914
"REGULATION OF MECP2 EXPRESSION AND ACTIVITY",0.771617148224344,-1.13223719025153,-1.03844701499891,0.821573585938825
"REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS",0.630344270364128,-0.648634885249086,-1.24581940543101,0.962559393429376
"REGULATION OF NF KAPPA B SIGNALING",-1.37062803497936,0.803847580890999,0.696984039082731,1.08583102749336
"REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION",0.516626345128767,-0.984840790959937,-0.728917770099445,1.00188994794655
"REGULATION OF PTEN GENE TRANSCRIPTION",1.17651533712724,-0.838310885205446,0.692884471810426,1.02754065193045
"REGULATION OF PTEN LOCALIZATION",-0.784007181747181,-0.851567956692883,0.696984039082731,1.053962996178
"REGULATION OF PTEN STABILITY AND ACTIVITY",0.750602847404276,-0.611705231762221,-1.15257023034886,1.09812273847439
"REGULATION OF RAS BY GAPS",0.775817931862992,-0.661583016262017,-0.813322126634946,0.918004234576775
"REGULATION OF RUNX2 EXPRESSION AND ACTIVITY",0.77459949616798,-0.793670934090008,-0.742012462224179,0.950232863264369
"REGULATION OF RUNX3 EXPRESSION AND ACTIVITY",0.660975206827082,0.770711442353968,-0.762057631906293,1.39706279775165
"REGULATION OF SIGNALING BY CBL",0.76594325147876,0.85906415300353,-0.902869056568724,1.20348018427063
"REGULATION OF SIGNALING BY NODAL",1.43286221677215,0.813203494895609,-1.07266998342842,0.633148900132997
"REGULATION OF TLR BY ENDOGENOUS LIGAND",-1.1790182977305,0.987906832290299,-0.614392998326604,1.15788348856066
"REGULATION OF TP53 ACTIVITY",0.673106778065724,-1.30699118214128,-1.43955721893538,0.760979416833273
"REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION",-1.73727973757425,0.547727306171613,0.809892429410153,0.943700969477211
"REGULATION OF TP53 ACTIVITY THROUGH METHYLATION",1.1976178695685,-0.524663912345791,0.744694507327236,1.05940998237289
"REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION",0.801339482466012,-1.23139962096087,-1.64148234413326,0.715046190484095
"REGULATION OF TP53 EXPRESSION AND DEGRADATION",1.1388943412242,-0.75909302882493,-0.901574282548755,1.01567119991965
"RELAXIN RECEPTORS",0.865766560938572,-0.775063156805836,-1.16998963809629,-0.653024257645164
"REPLACEMENT OF PROTAMINES BY NUCLEOSOMES IN THE MALE PRONUCLEUS",-1.53638153856674,2.18757503848165,2.28454693917688,2.15832721675848
"REPRODUCTION",0.854006681204523,1.84454575854739,1.94718481906302,1.88662857800684
"RESOLUTION OF ABASIC SITES AP SITES",0.771985841131709,-1.37509736782422,-1.31182240578214,-1.32598646654385
"RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY",0.792398654226416,-1.23088381133549,-1.31182240578214,-1.17671889202556
"RESOLUTION OF D LOOP STRUCTURES",-1.52922980403824,-1.1014476361852,-0.921528136293237,-0.819942881030532
"RESOLUTION OF SISTER CHROMATID COHESION",1.10875745567787,0.9529469583175,0.77817590453183,1.18672493673072
"RESPIRATORY ELECTRON TRANSPORT",0.97387790681751,1.0774368791461,-0.623791873994205,1.56061259550061
"RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS",0.929649828553326,1.14408492134339,-0.701218979013664,1.56157546147571
"RESPONSE OF EIF2AK1 HRI TO HEME DEFICIENCY",-1.27283565956655,-0.678907034622687,-0.989158492514198,-0.760405028798845
"RESPONSE OF EIF2AK4 GCN2 TO AMINO ACID DEFICIENCY",0.970499452109216,2.01250436585197,-0.65847012111497,2.08561869980631
"RESPONSE OF MTB TO PHAGOCYTOSIS",1.26672257831723,1.13198703920951,-0.810952096905631,1.31720442257985
"RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2",1.51436972916266,-1.15214464706969,-1.20950213995698,0.690914253760682
"RESPONSE TO METAL IONS",0.845298888251557,1.1133893238838,1.26271100699878,1.51968463474946
"RETINOID CYCLE DISEASE EVENTS",-0.75225489088642,0.832049122464929,0.764767601545754,0.762253750617664
"RETROGRADE NEUROTROPHIN SIGNALLING",0.893240056815264,-1.3341712519437,-1.3128549303046,-0.927858996422407
"RETROGRADE TRANSPORT AT THE TRANS GOLGI NETWORK",1.28985427725737,-1.03767506365881,-0.893396997839314,-0.825925478383195
"RET SIGNALING",0.848490783828032,-0.803637124535467,-0.803306589943076,0.89654539504277
"REVERSIBLE HYDRATION OF CARBON DIOXIDE",0.87549193611257,1.13241627464497,-0.6430118687156,1.22100134840055
"RHOA GTPASE CYCLE",1.13027926245067,-2.03075535083068,-1.03416927733717,-1.61198783466708
"RHOBTB1 GTPASE CYCLE",0.495546661986987,-0.783944204167829,-0.882264396391865,0.721496847249862
"RHOBTB2 GTPASE CYCLE",0.827845489783285,0.846814432952033,-0.882264396391865,0.792953230826001
"RHOBTB GTPASE CYCLE",0.827845489783285,0.669926451201475,-0.882264396391865,-0.857734617388769
"RHOB GTPASE CYCLE",1.343564731156,-1.83539380281757,-0.986076821163423,-1.42667223415812
"RHOC GTPASE CYCLE",1.03274640036189,-1.74633470573134,-0.995562432919656,-1.23420222983012
"RHOD GTPASE CYCLE",1.17734239145799,-1.51201162431342,-0.819654024638396,-1.31459516847509
"RHOF GTPASE CYCLE",-0.665581037920869,-1.49503810179576,1.26285006083201,-1.55842445187204
"RHOG GTPASE CYCLE",1.12748037929095,-1.36221679876387,-0.819971404038971,0.699377197891039
"RHOH GTPASE CYCLE",0.954334758063105,-0.662186018411848,-1.14308883113036,1.00102121740755
"RHOQ GTPASE CYCLE",1.31545547807279,-1.51105167987589,-0.787326942362317,-1.2911219843932
"RHOT1 GTPASE CYCLE",-0.74356708506244,-1.42887431784421,1.24023336595923,-1.18484117874145
"RHOU GTPASE CYCLE",0.812486321625292,-1.17199804693137,0.968001898916141,-0.97541349706743
"RHOV GTPASE CYCLE",0.880407142185041,-0.920021704644982,1.08482293740255,0.886420365439849
"RHO GTPASES ACTIVATE CIT",-0.86869483510664,-0.738612706423982,-0.771129156784613,0.876727802242536
"RHO GTPASES ACTIVATE FORMINS",1.17678418719215,0.80375848698545,0.850189279554868,1.00195466186357
"RHO GTPASES ACTIVATE IQGAPS",1.36276476879279,1.53829416463625,0.826819980840731,1.5336339811138
"RHO GTPASES ACTIVATE NADPH OXIDASES",1.33251252357959,0.621335881599954,-1.09550851832731,0.886212133645335
"RHO GTPASES ACTIVATE PAKS",0.71442017702224,-0.928568558045881,-0.52968147544466,0.742666699936897
"RHO GTPASES ACTIVATE PKNS",-0.714032965892518,2.12616101508466,2.37842374413167,2.08270061694383
"RHO GTPASES ACTIVATE ROCKS",-1.10969899524372,-0.937458848909244,0.674491215106895,-0.71349524319371
"RHO GTPASES ACTIVATE WASPS AND WAVES",1.22986554559505,-0.788183726352849,-1.16566746046172,0.859802114113645
"RHO GTPASE EFFECTORS",1.00694674498652,1.45380728930784,1.91938263246788,1.54836911504959
"RIBAVIRIN ADME",0.99554877580967,-0.788129943220374,0.992883731420686,-1.03703856224277
"RIPK1 MEDIATED REGULATED NECROSIS",-1.63724010973823,0.550567395929163,0.584546065606521,0.731497960106874
"RMTS METHYLATE HISTONE ARGININES",-0.587901320312102,2.03984918644663,1.40230660387323,2.13697698202229
"RNA POLYMERASE III CHAIN ELONGATION",-1.0503884494632,0.556499569324301,-1.27008777194516,-0.52106482927782
"RNA POLYMERASE III TRANSCRIPTION",1.2359551549365,-1.10774562573337,-1.0386595658481,-0.989665130541804
"RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 1 PROMOTER",0.970326378117427,0.608459589025286,-1.0386595658481,0.534375502466115
"RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER",0.956385812392488,-0.648783385855539,-1.0386595658481,-0.634305981816417
"RNA POLYMERASE III TRANSCRIPTION TERMINATION",-1.0503884494632,-1.02027644938513,-1.27008777194516,-0.965903660422476
"RNA POLYMERASE II PRE TRANSCRIPTION EVENTS",1.1520620706821,0.674182680832656,-1.74430299732632,0.905874687946265
"RNA POLYMERASE II TRANSCRIBES SNRNA GENES",1.0095218983495,-0.92954981237016,-1.53820929421281,0.598957307638948
"RNA POLYMERASE II TRANSCRIPTION TERMINATION",1.15987755540114,0.801264705643131,-1.37964110952851,1.19082307490744
"RNA POLYMERASE I PROMOTER ESCAPE",-0.534513429875161,2.21739100006494,2.15855405100209,2.19520100885487
"RNA POLYMERASE I TRANSCRIPTION",0.301288383602569,2.14660790998429,2.11224796860485,2.14138646454233
"RNA POLYMERASE I TRANSCRIPTION INITIATION",-0.771061324174296,0.748414420176173,0.922325493565345,1.13944802310134
"RNA POLYMERASE I TRANSCRIPTION TERMINATION",-0.720110596434786,0.705882401164589,0.918441980436404,0.827026779937195
"RND1 GTPASE CYCLE",-0.726875862861394,-1.46969481290256,0.956824579968837,-1.31558393728808
"RND2 GTPASE CYCLE",1.39450290883628,-1.03843172650145,1.13334708330351,0.802751612819511
"RND3 GTPASE CYCLE",-0.633664236230977,-1.19853567543601,-1.35534787464588,-1.11547804233654
"ROBO RECEPTORS BIND AKAP5",0.833690822759421,-0.897531598126163,-1.08814697815449,0.889646457841253
"ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION",0.991121490987188,-1.54480624829768,0.920978007888033,-1.12329033952774
"ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS",0.80249910421708,-1.54968428270922,1.33204498208442,-1.57304186875124
"RORA ACTIVATES GENE EXPRESSION",0.673892135484276,-1.13912230837833,-1.25141972121838,-0.762801276175389
"ROS AND RNS PRODUCTION IN PHAGOCYTES",0.70675357768368,0.7393052299369,0.556929652915668,0.936420635311066
"RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL",1.02199987439598,0.590497655252202,-1.18324441425749,0.955828900601864
"RRNA PROCESSING",1.0159094695379,1.67082472998631,-0.633210537169856,1.82943141926022
"RUNX1 AND FOXP3 CONTROL THE DEVELOPMENT OF REGULATORY T LYMPHOCYTES TREGS",-1.46726944063985,0.639400201377094,-0.928755807950439,-0.819366616130123
"RUNX1 INTERACTS WITH CO FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN",0.727354223562775,-1.53489733315737,-1.33144037170883,-1.16207704993109
"RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION",-0.60748655572367,2.15114533253967,2.02641384614899,2.15508320567196
"RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS",0.605328340815868,2.00717976795466,1.9040646273152,2.07236140551778
"RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF KERATINOCYTES",-1.28315099508541,1.02465421558945,-0.746145044969474,1.05539275019599
"RUNX2 REGULATES BONE DEVELOPMENT",1.24554970589216,-1.25290086130135,1.30160042232062,-0.714277453838464
"RUNX2 REGULATES GENES INVOLVED IN CELL MIGRATION",-1.24694068072971,-1.60906455901723,-1.16830149716056,-1.29106470248943
"RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION",1.24554970589216,-1.20709551925179,1.30160042232062,-0.65080160217703
"RUNX3 REGULATES YAP1 MEDIATED TRANSCRIPTION",0.954117161271698,-0.755718687936351,1.42418573564785,1.04140323023517
"SARS COV 1 ACTIVATES MODULATES INNATE IMMUNE RESPONSES",0.969780269332176,1.2944086719967,-1.08818453439655,1.57193427310469
"SARS COV 1 HOST INTERACTIONS",1.00338982312285,1.71350310332292,-1.06306697387794,1.97259856747441
"SARS COV 1 INFECTION",1.14297171964475,1.3433019772049,-0.892263627361909,1.68220004949531
"SARS COV 1 MODULATES HOST TRANSLATION MACHINERY",0.987634093290411,1.90930231139547,-0.754054423093621,2.0051065218359
"SARS COV 1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS",0.767094188495429,0.703931290627057,1.14947200529028,0.956499479187802
"SARS COV 2 ACTIVATES MODULATES INNATE AND ADAPTIVE IMMUNE RESPONSES",0.76614989243209,1.23121567864346,1.49449292723013,1.34354420405579
"SARS COV 2 HOST INTERACTIONS",0.743196073289284,1.39514659191623,1.17162720809795,1.59516867793009
"SARS COV 2 INFECTION",0.862343641994893,1.08979412718187,1.20011167618103,1.36143325852841
"SARS COV 2 MODULATES AUTOPHAGY",-1.42373545218807,-0.67025990337671,-1.03008357740464,-0.723313336952225
"SARS COV 2 MODULATES HOST TRANSLATION MACHINERY",1.02852500449883,1.76029628665736,-0.552781359735247,1.97342715070412
"SARS COV 2 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS",0.764714242154929,-0.750458717052999,1.14947200529028,0.656138491354611
"SARS COV INFECTIONS",0.934174529634438,0.947980179588623,-0.435262301577139,1.32764005672263
"SCAVENGING BY CLASS A RECEPTORS",1.52215231591179,-0.638580141028037,-0.657856779983925,0.656950049244882
"SCAVENGING BY CLASS B RECEPTORS",-0.830533935504687,-1.14026838371575,-0.939597315436242,-0.934998763803668
"SCAVENGING BY CLASS F RECEPTORS",-0.785875785690993,0.839959391974735,0.92978825730748,1.16885632761517
"SCAVENGING OF HEME FROM PLASMA",0.834604742623455,-1.60098867453571,-1.07326163815998,-1.2639186801623
"SCF BETA TRCP MEDIATED DEGRADATION OF EMI1",0.921536458968612,0.513133441850704,-0.813322126634946,1.19389445242184
"SCF SKP2 MEDIATED DEGRADATION OF P27 P21",0.816291689683165,0.836049115434282,-0.813322126634946,1.40391160453682
"SEALING OF THE NUCLEAR ENVELOPE NE BY ESCRT III",-1.04547198294437,1.36665359538791,0.756250608152257,1.26549733607191
"SELECTIVE AUTOPHAGY",1.20471184627717,1.18374264774721,-0.844416062978526,1.42462256698024
"SELENOAMINO ACID METABOLISM",0.97656122627395,1.83907668916776,-0.730090964643456,1.95783771335297
"SEMA3A PAK DEPENDENT AXON REPULSION",-0.822220843927168,-0.802244599070883,-0.747547754259164,-0.681301438600338
"SEMA3A PLEXIN REPULSION SIGNALING BY INHIBITING INTEGRIN ADHESION",1.01497257026594,0.787955986506204,-0.747547754259164,1.2325123517184
"SEMA4D INDUCED CELL MIGRATION AND GROWTH CONE COLLAPSE",-0.86869483510664,-1.1039143225935,0.674491215106895,-0.646569021096384
"SEMA4D IN SEMAPHORIN SIGNALING",-0.86869483510664,-0.988862981634066,0.674491215106895,0.731120664662302
"SEMAPHORIN INTERACTIONS",-0.8445541780623,-1.37470623747047,0.589081020528012,-0.909713259526751
"SENESCENCE ASSOCIATED SECRETORY PHENOTYPE SASP",0.852930227202069,2.07803129630336,1.98549497758353,2.04380998008168
"SENSORY PERCEPTION OF TASTE",1.29367985624565,1.09272754437221,-1.00771185625877,1.13799031826232
"SENSORY PROCESSING OF SOUND",1.25934354377855,-1.78358898197662,1.54627982832748,-1.49401421028777
"SENSORY PROCESSING OF SOUND BY OUTER HAIR CELLS OF THE COCHLEA",1.29405074868485,-1.85655586633712,1.43737673323114,-1.72977672828763
"SEPARATION OF SISTER CHROMATIDS",1.17239316950813,0.827018206583279,-0.599710162303839,1.16150993350196
"SEROTONIN NEUROTRANSMITTER RELEASE CYCLE",0.999593085572488,-1.37620983953921,0.969496352600146,-1.27018133842008
"SHC1 EVENTS IN EGFR SIGNALING",0.636161541601563,-1.19690469640832,-1.04258178205031,-0.76271780857734
"SHC1 EVENTS IN ERBB2 SIGNALING",0.636161541601563,-1.57787204071299,-1.04258178205031,-1.30101721160182
"SHC1 EVENTS IN ERBB4 SIGNALING",0.636161541601563,-1.55517621393859,-1.04258178205031,-1.22768079367399
"SHC MEDIATED CASCADE FGFR1",0.575998201773945,0.76046775846618,-1.133466865188,1.09554921491909
"SHC MEDIATED CASCADE FGFR3",0.486633503370262,0.675835909667489,-1.02971611135477,0.715905735534918
"SHC MEDIATED CASCADE FGFR4",0.636161541601563,0.755085484196311,-1.02971611135477,0.924163019137198
"SHC RELATED EVENTS TRIGGERED BY IGF1R",0.636161541601563,0.81613276788023,-1.02971611135477,0.923137409754415
"SIGNALING BY ACTIVATED POINT MUTANTS OF FGFR1",-0.750229872563,0.571495293301404,-1.02065049044915,0.85520568167827
"SIGNALING BY ALK",0.741612656406272,-0.77849640262352,-1.00309757356737,0.565712216346301
"SIGNALING BY ALK IN CANCER",1.36617756258157,-0.810809798686641,-1.1486174977638,1.05283586934143
"SIGNALING BY BMP",-0.917323380366852,1.23903090763319,-0.657982445087917,1.36699264854379
"SIGNALING BY BRAF AND RAF1 FUSIONS",1.2239570979341,-1.39297707260395,0.630728052975927,0.736948672614997
"SIGNALING BY CSF1 M CSF IN MYELOID CELLS",0.846858725964399,1.01119197831855,-0.848483470914794,1.4264053649644
"SIGNALING BY CSF3 G CSF",-1.00328189739219,1.29830408374452,-1.06254726842298,1.46456786148872
"SIGNALING BY CTNNB1 PHOSPHO SITE MUTANTS",0.838126735889125,0.735033244913486,0.682922080399483,1.08910670069234
"SIGNALING BY CYTOSOLIC FGFR1 FUSION MUTANTS",1.05804631445727,-0.894739736360264,-0.800519467801858,1.07548674416218
"SIGNALING BY EGFR",-0.633695700983796,-1.49862100428619,-1.08348030911522,-1.08578822411956
"SIGNALING BY EGFR IN CANCER",0.535786986454522,-1.12549686974195,-0.816922395732306,0.821377199224639
"SIGNALING BY ERBB2",0.939840472419577,-1.47442085035875,-1.01776692619613,-0.961506883972577
"SIGNALING BY ERBB2 ECD MUTANTS",1.15675457721894,-1.06249797512241,-1.02971611135477,0.736972079681282
"SIGNALING BY ERBB2 IN CANCER",1.15675457721894,-1.58643608774941,-1.04258178205031,-1.3543561726433
"SIGNALING BY ERBB4",-0.58248340907651,-1.58440243373797,-0.672234657438822,-1.25809423188876
"SIGNALING BY ERYTHROPOIETIN",-0.685320754062511,0.891408710447728,-1.14832259356657,1.0578410797398
"SIGNALING BY FGFR",1.1297165009241,0.843433239665417,-0.982520723295352,1.19993555940835
"SIGNALING BY FGFR1",1.03583198015831,0.920914684286855,-0.917993219822273,1.34144151987925
"SIGNALING BY FGFR1 IN DISEASE",0.857089221956518,-0.918268936617671,-0.991895347434079,1.08116266339097
"SIGNALING BY FGFR2",1.16218952100867,0.873543039554515,-1.05615719423366,1.23382130461475
"SIGNALING BY FGFR2 IIIA TM",0.746525524101018,0.613775082044137,-1.4116306134499,-0.859148350987286
"SIGNALING BY FGFR2 IN DISEASE",-0.68868058033717,0.690808850952288,-1.17178251182632,0.741732768029813
"SIGNALING BY FGFR3",0.988308470828338,0.886826923858532,-0.797234525276493,1.1173757145908
"SIGNALING BY FGFR4",1.0287259643853,0.92948102917722,-0.797234525276493,1.24117383506188
"SIGNALING BY FGFR4 IN DISEASE",0.636161541601563,0.734637560422356,-1.02971611135477,0.993303698572296
"SIGNALING BY FGFR IN DISEASE",0.484700272452429,-0.853365088149957,-1.1385789422928,0.899704238171458
"SIGNALING BY FLT3 FUSION PROTEINS",1.02522313227614,0.908268664611901,-0.958540293367769,1.16001702880988
"SIGNALING BY FLT3 ITD AND TKD MUTANTS",0.986651980797498,1.0062392539687,-0.817274313813674,1.19598371716212
"SIGNALING BY HEDGEHOG",0.930250222039866,0.76175406191463,-0.927354686699173,1.09437284135416
"SIGNALING BY HIPPO",-0.751024291636846,-1.16726404108434,1.13455522912236,0.721922772738273
"SIGNALING BY INSULIN RECEPTOR",0.819462115783535,0.633515224097606,-1.01254023672701,0.984679240393301
"SIGNALING BY INTERLEUKINS",0.799992246844707,0.91483322723881,-0.928570278696629,1.18524724696472
"SIGNALING BY KIT IN DISEASE",0.647179515436581,1.16276879346266,-1.14870593942672,1.3625016967435
"SIGNALING BY LEPTIN",-0.874322373218455,1.00714110879595,-0.972052009118901,1.10557844212143
"SIGNALING BY MET",0.505212035250645,-1.083847608453,-0.87305446319922,0.872917279729363
"SIGNALING BY MODERATE KINASE ACTIVITY BRAF MUTANTS",1.24701791773419,-0.9636833363281,0.630728052975927,0.840087304934039
"SIGNALING BY MRAS COMPLEX MUTANTS",-0.77155079256479,0.481564717648025,-0.822325960214336,0.860824508047427
"SIGNALING BY NODAL",1.49341676076478,0.689329584366385,-1.07266998342842,0.794186037810544
"SIGNALING BY NOTCH",0.539419653516218,1.60909076396352,1.81241871042568,1.74430422586895
"SIGNALING BY NOTCH1",1.07387286526063,-1.3213360398475,-0.928993591022593,-0.761372069801453
"SIGNALING BY NOTCH1 HD DOMAIN MUTANTS IN CANCER",1.27731789425518,0.695729906895749,0.696984039082731,1.01723941047533
"SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER",1.22303975075598,-1.41195094529433,-1.03429227572466,-0.926280464828526
"SIGNALING BY NOTCH2",0.918051360428808,-0.816357389461013,0.879948851606755,0.691576333323442
"SIGNALING BY NOTCH3",1.27731789425518,-1.58804509514598,0.696984039082731,-1.1235008726903
"SIGNALING BY NOTCH4",0.843498516374137,-0.709185223927622,-0.813322126634946,0.950894869392823
"SIGNALING BY NTRK2 TRKB",0.661110303519216,0.819129248623203,-0.93786286902413,1.07872035112691
"SIGNALING BY NTRK3 TRKC",0.636161541601563,-0.968476043086503,-1.02971611135477,0.614846073632194
"SIGNALING BY NTRKS",0.507416423302428,-0.962395573070591,-1.07927846231583,0.903804528142256
"SIGNALING BY NUCLEAR RECEPTORS",0.825332660565407,1.592600332811,1.49886472109126,1.67260158858187
"SIGNALING BY PDGF",-0.769527043217812,-0.71847857257071,-0.873413390603778,0.730463199620548
"SIGNALING BY PDGFRA TRANSMEMBRANE JUXTAMEMBRANE AND KINASE DOMAIN MUTANTS",0.560203492094426,-0.792216768546935,-1.02971611135477,1.00627976364642
"SIGNALING BY PDGFR IN DISEASE",0.679959372823172,-0.895307709722203,-1.01493861585691,0.778320769750506
"SIGNALING BY PTK6",-1.32572655338311,-1.44562968989217,0.906999720462659,-0.985216631350096
"SIGNALING BY RETINOIC ACID",0.890235718097258,0.919144382636618,-0.777082946915215,1.2438824877633
"SIGNALING BY ROBO RECEPTORS",0.983026982773232,1.30025723929823,-0.872274787686127,1.6467247022907
"SIGNALING BY SCF KIT",-0.921564842200143,0.99069879631267,-0.963946703658951,1.16300151060538
"SIGNALING BY TGFB FAMILY MEMBERS",0.890846196342973,-0.896019255785377,-0.869611430749266,1.01176091363469
"SIGNALING BY TGF BETA RECEPTOR COMPLEX",0.925639724525213,-0.903088867592918,-0.897031406921206,0.992474002648172
"SIGNALING BY TGF BETA RECEPTOR COMPLEX IN CANCER",1.00887624691278,-0.697676541111202,-1.06383374746672,0.85048166540523
"SIGNALING BY THE B CELL RECEPTOR BCR",1.03592222258198,-1.69204277153768,-0.745871158103506,-1.08627473878419
"SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R",0.547947376253778,0.558318996135382,-0.998758655083296,0.841305145058608
"SIGNALING BY VEGF",0.973293007625173,-1.4012608472447,0.820465437626995,-1.05530640874916
"SIGNALING BY WNT",0.733566958034223,1.48885047887294,1.48627630794668,1.68185657925218
"SIGNALING BY WNT IN CANCER",0.894119629018163,-0.822229945769158,0.682922080399483,0.725422717830446
"SIGNALLING TO ERKS",0.967834763769176,0.975344997302447,-0.734712670074113,1.25974440513561
"SIGNALLING TO RAS",-0.586152329357913,0.739759003466578,-0.802007887622606,0.880674164311638
"SIGNAL AMPLIFICATION",0.783972562973236,1.05465037469904,-0.985851727756487,1.52087151762045
"SIGNAL ATTENUATION",1.15208589186571,0.885178338397476,-1.133466865188,1.23699017508085
"SIGNAL REGULATORY PROTEIN FAMILY INTERACTIONS",0.770836237201616,-0.932803750434989,-1.1482829886646,0.705900693458381
"SIGNAL TRANSDUCTION BY L1",1.14183073190866,-0.748861219221332,-1.06017558332739,0.982672967589041
